"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"ugpE","NC_000962.3","complement(3140487..3141314)","42","0.9497447669","0","828","42","42"
"ugpA","NC_000962.3","complement(3141311..3142222)","53","1.0881004425","0","912","53","53"
"dinF","NC_000962.3","complement(3142309..3143628)","428","6.0709658995","0","1320","428","428"
"Rv2837c","NC_000962.3","complement(3143635..3144645)","2060","38.1508326026","0","1011","2060","2060"
"rbfA","NC_000962.3","complement(3144620..3145171)","1825","61.9030071271","0","552","1825","1825"
"Miotto_candidate_422","NC_000962.3","3145037..3145106","0","0","0","70","0","0"
"infB","NC_000962.3","complement(3145171..3147873)","15383","106.5572367926","0","2703","15383","15383"
"Miotto_candidate_423","NC_000962.3","3145176..3145223","0","0","0","48","0","0"
"Rv2840c","NC_000962.3","complement(3147959..3148258)","1476","92.1198152745","0","300","1476","1476"
"nusA","NC_000962.3","complement(3148385..3149428)","1648","29.5559323841","0","1044","1648","1648"
"Rv2842c","NC_000962.3","complement(3149425..3149976)","1094","37.1078848203","0","552","1094","1094"
"Miotto_candidate_1466","NC_000962.3","complement(3150027..3150068)","0","0","0","42","0","0"
"Rv2843","NC_000962.3","3150171..3150716","111","3.806433893","0","546","111","111"
"Rv2844","NC_000962.3","3150713..3151201","154","5.8965748717","0","489","154","154"
"proS","NC_000962.3","complement(3151202..3152950)","185","1.9804773257","0","1749","185","185"
"efpA","NC_000962.3","complement(3153039..3154631)","4261","50.0822364211","0","1593","4261","4261"
"cysG","NC_000962.3","complement(3154654..3155871)","589","9.0543225594","0","1218","589","589"
"cobB","NC_000962.3","complement(3156148..3157521)","293","3.9927198902","0","1374","293","293"
"cobO","NC_000962.3","complement(3157521..3158144)","280","8.4015883224","0","624","280","280"
"Rv2850c","NC_000962.3","complement(3158165..3160054)","1323","13.106477783","0","1890","1323","1323"
"Miotto_candidate_424","NC_000962.3","3158196..3158227","0","0","0","32","0","0"
"Rv2851c","NC_000962.3","complement(3160051..3160521)","845","33.5910637749","0","471","845","845"
"mqo","NC_000962.3","complement(3160580..3162061)","878","11.0926233791","0","1482","878","878"
"IGR659_Rodriguez_Rv2852c-Rv2853","NC_000962.3","complement(3162121..3162302)","11","1.1316425087","0","182","11","11"
"PE_PGRS48","NC_000962.3","3162268..3164115","395","4.0020552909","0","1848","395","395"
"Rv2854","NC_000962.3","3164152..3165192","54","0.9712498975","0","1041","54","54"
"mtr","NC_000962.3","3165205..3166584","103","1.3974815856","0","1380","103","103"
"nicT","NC_000962.3","3166684..3167802","122","2.0413510654","0","1119","122","122"
"IGR660_Rodriguez_Rv2856-Rv2857c","NC_000962.3","complement(3168247..3168298)","0","0","0","52","0","0"
"IGR661_Rodriguez_Rv2856-Rv2857c","NC_000962.3","complement(3168507..3168608)","4","0.7342564584","0","102","4","4"
"Rv2857c","NC_000962.3","complement(3168583..3169359)","119","2.8675691417","0","777","119","119"
"aldC","NC_000962.3","complement(3169356..3170723)","341","4.6671981245","0","1368","341","341"
"Rv2859c","NC_000962.3","complement(3170720..3171646)","172","3.4740548292","0","927","172","172"
"glnA4","NC_000962.3","complement(3171627..3173000)","345","4.701325468","0","1374","345","345"
"Miotto_candidate_1467","NC_000962.3","complement(3173107..3173145)","0","0","0","39","0","0"
"mapB","NC_000962.3","complement(3173160..3174017)","505","11.0202652021","0","858","505","505"
"Rv2862c","NC_000962.3","complement(3174059..3174643)","118","3.7767139887","0","585","118","118"
"vapB23","NC_000962.3","3174747..3174995","0","0","0","249","0","0"
"vapC23","NC_000962.3","3174992..3175372","4","0.1965725952","0","381","4","4"
"Rv2864c","NC_000962.3","complement(3175454..3177265)","88","0.9093109783","0","1812","88","88"
"relF","NC_000962.3","3177537..3177818","55","3.6517541948","0","282","55","55"
"relG","NC_000962.3","3177822..3178085","28","1.9858299671","0","264","28","28"
"IGR662_Rodriguez_Rv2866-Rv2867c","NC_000962.3","complement(3178098..3178207)","15","2.5532099577","0","110","15","15"
"IGR663_Rodriguez_Rv2866-Rv2867c","NC_000962.3","3178126..3178307","3","0.3086297751","0","182","3","3"
"IGR664_Rodriguez_Rv2866-Rv2867c","NC_000962.3","complement(3178250..3178333)","15","3.3434892303","0","84","15","15"
"Rv2867c","NC_000962.3","complement(3178458..3179312)","4514","98.8515300121","0","855","4514","4514"
"IGR665_Rodriguez_Rv2867c-Rv2868c","NC_000962.3","complement(3179286..3179352)","7","1.9561907139","0","67","7","7"
"gcpE","NC_000962.3","complement(3179368..3180531)","6111","98.2985833722","0","1164","6111","6111"
"Miotto_candidate_425","NC_000962.3","3180083..3180116","0","0","0","34","0","0"
"rip","NC_000962.3","complement(3180548..3181762)","3417","52.6570659428","0","1215","3417","3417"
"dxr","NC_000962.3","complement(3181770..3183011)","1341","20.2159957522","0","1242","1341","1341"
"vapB43","NC_000962.3","3183138..3183395","32","2.3222994964","0","258","32","32"
"vapC43","NC_000962.3","3183382..3183825","33","1.3916144364","0","444","33","33"
"mpt83","NC_000962.3","3183905..3184567","103","2.9087852007","0","663","103","103"
"dipZ","NC_000962.3","3184847..3186934","62","0.5559671747","0","2088","62","62"
"mpt70","NC_000962.3","3187030..3187611","115","3.6996684954","0","582","115","115"
"Rv2876","NC_000962.3","3187663..3187977","116","6.8950177906","0","315","116","116"
"merT","NC_000962.3","complement(3188008..3188871)","320","6.9346443296","0","864","320","320"
"mpt53","NC_000962.3","complement(3188876..3189397)","586","21.0191460887","0","522","586","586"
"cdsA","NC_000962.3","complement(3190701..3191621)","514","10.4494021722","0","921","514","514"
"frr","NC_000962.3","complement(3191644..3192201)","279","9.361769845","0","558","279","279"
"pyrH","NC_000962.3","complement(3192373..3193158)","485","11.553329198","0","786","485","485"
"Rv2884","NC_000962.3","3193393..3194151","784","19.340257071","0","759","784","784"
"Rv2885c","NC_000962.3","complement(3194166..3195548)","310","4.1968888676","0","1383","310","310"
"Rv2886c","NC_000962.3","complement(3195545..3196432)","33","0.6958072182","0","888","33","33"
"Rv2887","NC_000962.3","3196431..3196850","349","15.5583698852","0","420","349","349"
"amiC","NC_000962.3","complement(3196864..3198285)","3145","41.4103602847","0","1422","3145","3145"
"tsf","NC_000962.3","complement(3198292..3199107)","1297","29.7603320807","0","816","1297","1297"
"rpsB","NC_000962.3","complement(3199119..3199982)","870","18.8535642711","0","864","870","870"
"Miotto_candidate_426","NC_000962.3","3199156..3199239","0","0","0","84","0","0"
"IGR666_Rodriguez_Rv2890c-Rv2891","NC_000962.3","complement(3200047..3200127)","19","4.3919414088","0","81","19","19"
"Rv2891","NC_000962.3","3200266..3201015","6","0.1497883175","0","750","6","6"
"PPE45","NC_000962.3","complement(3200794..3202020)","272","4.1506135254","0","1227","272","272"
"IGR667_Rodriguez_Rv2892c-Rv2893","NC_000962.3","complement(3201984..3202081)","10","1.9105652745","0","98","10","10"
"IGR668_Rodriguez_Rv2892c-Rv2893","NC_000962.3","complement(3202108..3202198)","7","1.4402722838","0","91","7","7"
"IGR669_Rodriguez_Rv2892c-Rv2893","NC_000962.3","complement(3202236..3202314)","0","0","0","79","0","0"
"Rv2893","NC_000962.3","3202420..3203397","66","1.2635517582","0","978","66","66"
"xerC","NC_000962.3","complement(3203394..3204290)","1537","32.0825869603","0","897","1537","1537"
"viuB","NC_000962.3","complement(3204381..3205232)","1192","26.1953747775","0","852","1192","1192"
"Rv2896c","NC_000962.3","complement(3205265..3206434)","305","4.8809227397","0","1170","305","305"
"Rv2897c","NC_000962.3","complement(3206431..3207942)","52","0.6439312592","0","1512","52","52"
"Rv2898c","NC_000962.3","complement(3207942..3208328)","52","2.5158244545","0","387","52","52"
"IGR670_Rodriguez_Rv2898c-Rv2899c","NC_000962.3","complement(3208349..3208500)","14","1.7245365504","0","152","14","14"
"fdhD","NC_000962.3","complement(3208576..3209406)","195","4.3936103966","0","831","195","195"
"fdhF","NC_000962.3","complement(3209406..3211745)","1686","13.490550392","0","2340","1686","1686"
"Miotto_candidate_427","NC_000962.3","3210762..3210792","0","0","0","31","0","0"
"IGR671_Rodriguez_Rv2900c-Rv2901c","NC_000962.3","complement(3211703..3211881)","315","32.9492458231","0","179","315","315"
"Rv2901c","NC_000962.3","complement(3211803..3212108)","660","40.3841052136","0","306","660","660"
"IGR672_Rodriguez_Rv2901c-Rv2902c","NC_000962.3","complement(3212057..3212231)","157","16.7976898933","0","175","157","157"
"rnhB","NC_000962.3","complement(3212162..3212956)","445","10.4804719019","0","795","445","445"
"lepB","NC_000962.3","complement(3212970..3213854)","946","20.0140887533","0","885","946","946"
"rplS","NC_000962.3","complement(3213912..3214253)","347","18.9972756503","0","342","347","347"
"Miotto_candidate_428","NC_000962.3","3214034..3214157","0","0","0","124","0","0"
"Miotto_candidate_1468","NC_000962.3","complement(3214599..3214636)","0","0","0","38","0","0"
"lppW","NC_000962.3","3214628..3215572","1353","26.8073536513","0","945","1353","1353"
"trmD","NC_000962.3","complement(3215665..3216357)","37","0.9996695073","0","693","37","37"
"rimM","NC_000962.3","complement(3216361..3216891)","62","2.186176009","0","531","62","62"
"Rv2908c","NC_000962.3","complement(3216905..3217147)","48","3.6984769758","0","243","48","48"
"rpsP","NC_000962.3","complement(3217155..3217643)","113","4.3267075357","0","489","113","113"
"Miotto_candidate_429","NC_000962.3","3217476..3217515","0","0","0","40","0","0"
"IGR673_Rodriguez_Rv2909c-Rv2910c","NC_000962.3","complement(3217732..3217846)","3","0.4884401658","0","115","3","3"
"Rv2910c","NC_000962.3","complement(3217827..3218270)","209","8.8135580973","0","444","209","209"
"dacB2","NC_000962.3","3218339..3219214","60","1.2824342253","0","876","60","60"
"Rv2912c","NC_000962.3","complement(3219274..3219861)","281","8.9478140355","0","588","281","281"
"Rv2913c","NC_000962.3","complement(3219863..3221698)","493","5.027617139","0","1836","493","493"
"pknI","NC_000962.3","complement(3221767..3223524)","228","2.4283089018","0","1758","228","228"
"Rv2915c","NC_000962.3","complement(3223568..3224680)","265","4.4579856405","0","1113","265","265"
"ffh","NC_000962.3","complement(3224708..3226285)","1117","13.2536082596","0","1578","1117","1117"
"Rv2917","NC_000962.3","3226363..3228243","16","0.1592645588","0","1881","16","16"
"glnD","NC_000962.3","complement(3228254..3230680)","2709","20.8990807664","0","2427","2709","2709"
"glnB","NC_000962.3","complement(3230738..3231076)","1330","73.4581350667","0","339","1330","1330"
"amt","NC_000962.3","complement(3231073..3232506)","705","9.2050875045","0","1434","705","705"
"IGR674_Rodriguez_Rv2920c-Rv2921c","NC_000962.3","complement(3232470..3232579)","3","0.5106419915","0","110","3","3"
"ftsY","NC_000962.3","complement(3232871..3234139)","809","11.9364409844","0","1269","809","809"
"IGR675_Rodriguez_Rv2921c-Rv2922c","NC_000962.3","complement(3234047..3234308)","33","2.3583084342","0","262","32","33"
"smc","NC_000962.3","complement(3234189..3237806)","856","4.4298921986","0","3618","856","856"
"Miotto_candidate_430","NC_000962.3","3237775..3237807","0","0","0","33","0","0"
"acyP","NC_000962.3","complement(3237818..3238099)","86","5.7100156501","0","282","86","86"
"Rv2923c","NC_000962.3","complement(3238086..3238499)","169","7.6431840763","0","414","169","169"
"fpg","NC_000962.3","complement(3238601..3239470)","179","3.8523144879","0","870","179","179"
"IGR676_Rodriguez_Rv2924c-Rv2925c","NC_000962.3","complement(3239777..3239876)","174","32.5789590605","0","100","174","174"
"rnc","NC_000962.3","complement(3239829..3240551)","1483","38.4052688246","0","723","1483","1483"
"Miotto_candidate_431","NC_000962.3","3240331..3240434","0","0","0","104","0","0"
"Rv2926c","NC_000962.3","complement(3240548..3241171)","1791","53.7401595908","0","624","1791","1791"
"Rv2927c","NC_000962.3","complement(3241222..3241959)","1386","35.1637208811","0","738","1386","1386"
"tesA","NC_000962.3","3242198..3242983","52","1.2387074604","0","786","52","52"
"Miotto_candidate_1469","NC_000962.3","complement(3242236..3242288)","0","0","0","53","0","0"
"Rv2929","NC_000962.3","3242970..3243281","39","2.3404424612","0","312","39","39"
"Miotto_candidate_1470","NC_000962.3","complement(3243357..3243429)","0","0","0","73","0","0"
"IGR677_Rodriguez_Rv2929-Rv2930","NC_000962.3","3243368..3243838","751","29.8543063846","0","471","748","751"
"fadD26","NC_000962.3","3243697..3245448","1087","11.6167166912","0","1752","1084","1087"
"Miotto_candidate_1471","NC_000962.3","complement(3244229..3244360)","0","0","0","132","0","0"
"Miotto_candidate_1472","NC_000962.3","complement(3244585..3244665)","0","0","0","81","0","0"
"Miotto_candidate_1473","NC_000962.3","complement(3245319..3245368)","0","0","0","50","0","0"
"ppsA","NC_000962.3","3245445..3251075","2200","7.3151815517","0","5631","2200","2200"
"Miotto_candidate_1474","NC_000962.3","complement(3248588..3248627)","0","0","0","40","0","0"
"Miotto_candidate_1475","NC_000962.3","complement(3250881..3251016)","6","0.8260385157","0","136","6","6"
"ppsB","NC_000962.3","3251072..3255688","1093","4.4324948844","0","4617","1093","1093"
"Miotto_candidate_1476","NC_000962.3","complement(3255629..3255691)","0","0","0","63","0","0"
"ppsC","NC_000962.3","3255685..3262251","2337","6.6631509449","0","6567","2337","2337"
"Miotto_candidate_1477","NC_000962.3","complement(3258294..3258348)","0","0","0","55","0","0"
"ppsD","NC_000962.3","3262248..3267731","1589","5.4251831815","0","5484","1589","1589"
"ppsE","NC_000962.3","3267737..3272203","3196","13.396112122","0","4467","3196","3196"
"drrA","NC_000962.3","3272214..3273209","688","12.9335294244","0","996","688","688"
"Miotto_candidate_1478","NC_000962.3","complement(3272221..3272255)","0","0","0","35","0","0"
"Miotto_candidate_1479","NC_000962.3","complement(3272682..3272715)","0","0","0","34","0","0"
"Miotto_candidate_1480","NC_000962.3","complement(3272782..3272812)","0","0","0","31","0","0"
"drrB","NC_000962.3","3273206..3274075","277","5.9614028668","0","870","277","277"
"drrC","NC_000962.3","3274072..3274902","247","5.5652398356","0","831","247","247"
"IGR678_Rodriguez_Rv2938-Rv2939","NC_000962.3","complement(3274839..3274973)","1","0.1386928866","0","135","1","1"
"IGR679_Rodriguez_Rv2938-Rv2939","NC_000962.3","3274869..3274970","0","0","0","102","0","0"
"papA5","NC_000962.3","3274949..3276217","213","3.1427217919","0","1269","213","213"
"Miotto_candidate_1481","NC_000962.3","complement(3276066..3276217)","28","3.4490731008","0","152","28","28"
"IGR680_Rodriguez_Rv2939-Rv2940c","NC_000962.3","complement(3276232..3276458)","239","19.7133303343","0","227","239","239"
"mas","NC_000962.3","complement(3276380..3282715)","13468","39.7993422576","0","6336","13467","13468"
"Miotto_candidate_433","NC_000962.3","3281621..3281692","0","0","0","72","0","0"
"Miotto_candidate_434","NC_000962.3","3282368..3282408","0","0","0","41","0","0"
"IGR681_Rodriguez_Rv2940c-Rv2941","NC_000962.3","complement(3282604..3282837)","158","12.6423900471","0","234","158","158"
"Miotto_candidate_435","NC_000962.3","3282734..3282836","0","0","0","103","0","0"
"fadD28","NC_000962.3","3283335..3285077","2373","25.4910841562","0","1743","2373","2373"
"Miotto_candidate_1484","NC_000962.3","complement(3284351..3284396)","0","0","0","46","0","0"
"Miotto_candidate_1485","NC_000962.3","complement(3284708..3284743)","0","0","0","36","0","0"
"Miotto_candidate_1486","NC_000962.3","complement(3284780..3284819)","0","0","0","40","0","0"
"mmpL7","NC_000962.3","3285070..3287832","2886","19.5570523146","0","2763","2886","2886"
"Miotto_candidate_1487","NC_000962.3","complement(3286205..3286244)","0","0","0","40","0","0"
"Miotto_candidate_1488","NC_000962.3","complement(3287108..3287147)","0","0","0","40","0","0"
"IGR682_Rodriguez_Rv2942-Rv2943","NC_000962.3","3287900..3288017","6","0.952044391","0","118","6","6"
"IGR683_Rodriguez_Rv2942-Rv2943","NC_000962.3","complement(3287979..3288079)","3","0.5561447433","0","101","3","3"
"Rv2943","NC_000962.3","3288464..3289705","81","1.2211004146","0","1242","81","81"
"Rv2944","NC_000962.3","3289790..3290506","28","0.7311842557","0","717","28","28"
"lppX","NC_000962.3","complement(3290624..3291325)","330","8.8016639568","0","702","329","330"
"IGR684_Rodriguez_Rv2945c-Rv2946c","NC_000962.3","complement(3291190..3291473)","72","4.7468128791","0","284","70","72"
"pks1","NC_000962.3","complement(3291503..3296353)","3085","11.907260347","0","4851","3085","3085"
"pks15","NC_000962.3","complement(3296350..3297840)","476","5.97746807","0","1491","476","476"
"fadD22","NC_000962.3","complement(3297837..3299954)","1125","9.9452229231","0","2118","1125","1125"
"Miotto_candidate_436","NC_000962.3","3298811..3298852","0","0","0","42","0","0"
"Rv2949c","NC_000962.3","complement(3299971..3300570)","1522","47.4953790135","0","600","1522","1522"
"Miotto_candidate_437","NC_000962.3","3300275..3300445","0","0","0","171","0","0"
"Miotto_candidate_438","NC_000962.3","3300486..3300577","0","0","0","92","0","0"
"fadD29","NC_000962.3","complement(3300596..3302455)","4102","41.2924515097","0","1860","4102","4102"
"Miotto_candidate_439","NC_000962.3","3300614..3300660","0","0","0","47","0","0"
"Miotto_candidate_440","NC_000962.3","3300706..3300760","0","0","0","55","0","0"
"Miotto_candidate_441","NC_000962.3","3301815..3301865","0","0","0","51","0","0"
"Miotto_candidate_1489","NC_000962.3","complement(3302436..3302477)","0","0","0","42","0","0"
"IGR685_Rodriguez_Rv2950c-Rv2951c","NC_000962.3","complement(3302457..3302538)","28","6.3934037966","0","82","28","28"
"Miotto_candidate_442","NC_000962.3","3302650..3302694","0","0","0","45","0","0"
"IGR686_Rodriguez_Rv2950c-Rv2951c","NC_000962.3","complement(3303060..3303115)","0","0","0","56","0","0"
"Rv2951c","NC_000962.3","complement(3303103..3304248)","1020","16.6649306141","0","1146","1020","1020"
"Miotto_candidate_443","NC_000962.3","3303756..3303873","0","0","0","118","0","0"
"IGR687_Rodriguez_Rv2951c-Rv2952","NC_000962.3","complement(3304399..3304463)","1","0.2880544568","0","65","1","1"
"Rv2952","NC_000962.3","3304441..3305253","273","6.2872402649","0","813","273","273"
"Rv2953","NC_000962.3","3305279..3306535","330","4.9154877468","0","1257","330","330"
"IGR688_Rodriguez_Rv2953-Rv2954c","NC_000962.3","complement(3306528..3306749)","190","16.024651086","0","222","190","190"
"Rv2954c","NC_000962.3","complement(3306666..3307391)","531","13.6944897732","0","726","531","531"
"IGR689_Rodriguez_Rv2954c-Rv2955c","NC_000962.3","complement(3307505..3307605)","5","0.9269079054","0","101","5","5"
"Rv2955c","NC_000962.3","complement(3307580..3308545)","125","2.4228182829","0","966","125","125"
"Rv2956","NC_000962.3","3308668..3309399","85","2.1741815214","0","732","85","85"
"Miotto_candidate_1490","NC_000962.3","complement(3308995..3309145)","1","0.1239969516","0","151","1","1"
"Rv2957","NC_000962.3","3309470..3310297","18","0.4070334715","0","828","18","18"
"IGR690_Rodriguez_Rv2957-Rv2958c","NC_000962.3","complement(3310323..3310418)","4","0.7801474871","0","96","4","4"
"Rv2958c","NC_000962.3","complement(3310714..3312000)","51","0.7419584493","0","1287","51","51"
"IGR691_Rodriguez_Rv2958c-Rv2959c","NC_000962.3","complement(3311948..3312126)","3","0.3138023412","0","179","3","3"
"Rv2959c","NC_000962.3","complement(3312101..3312838)","25","0.6342662497","0","738","25","25"
"Miotto_candidate_444","NC_000962.3","3312756..3312888","0","0","0","133","0","0"
"IGR692_Rodriguez_Rv2959c-Rv2960c","NC_000962.3","complement(3312762..3312925)","13","1.4841830242","0","164","13","13"
"Rv2960c","NC_000962.3","complement(3312953..3313201)","13","0.9775342007","0","249","13","13"
"Rv2961","NC_000962.3","3313283..3313672","9","0.4320816852","0","390","9","9"
"IGR693_Rodriguez_Rv2961-Rv2962c","NC_000962.3","complement(3313556..3313834)","12","0.8053135351","0","279","12","12"
"Rv2962c","NC_000962.3","complement(3313773..3315122)","237","3.2870214122","0","1350","237","237"
"Rv2963","NC_000962.3","3315236..3316456","754","11.5622841329","0","1221","754","754"
"Miotto_candidate_1492","NC_000962.3","complement(3315915..3315945)","0","0","0","31","0","0"
"Miotto_candidate_1493","NC_000962.3","complement(3316057..3316136)","0","0","0","80","0","0"
"purU","NC_000962.3","3316529..3317461","101","2.0268783587","0","933","101","101"
"kdtB","NC_000962.3","complement(3318330..3318815)","93","3.5828995703","0","486","93","93"
"Rv2966c","NC_000962.3","complement(3318901..3319467)","61","2.0143490672","0","567","61","61"
"pca","NC_000962.3","complement(3319663..3323046)","856","4.7362145315","0","3384","856","856"
"Rv2968c","NC_000962.3","complement(3323071..3323703)","240","7.0989723943","0","633","240","240"
"Rv2969c","NC_000962.3","complement(3323709..3324476)","841","20.5032511448","0","768","841","841"
"lipN","NC_000962.3","complement(3324573..3325703)","682","11.290410317","0","1131","682","682"
"IGR694_Rodriguez_Rv2970c-Rv2970A","NC_000962.3","complement(3325628..3325804)","83","8.7799649393","0","177","83","83"
"Miotto_candidate_445","NC_000962.3","3325716..3325806","2","0.4115063668","0","91","2","2"
"IGR695_Rodriguez_Rv2970c-Rv2970A","NC_000962.3","3325775..3325870","89","17.3582815875","0","96","89","89"
"Rv2970A","NC_000962.3","3325934..3326104","32","3.5038202929","0","171","32","32"
"Miotto_candidate_1495","NC_000962.3","complement(3325970..3326122)","9","1.1013846876","0","153","9","9"
"Rv2971","NC_000962.3","3326101..3326949","492","10.8503904917","0","849","492","492"
"Rv2972c","NC_000962.3","complement(3327023..3327736)","19","0.4982454539","0","714","19","19"
"recG","NC_000962.3","complement(3327733..3329946)","68","0.5750680664","0","2214","68","68"
"Rv2974c","NC_000962.3","complement(3329949..3331361)","151","2.0008878225","0","1413","151","151"
"Rv2975c","NC_000962.3","complement(3331358..3331612)","248","18.209560169","0","255","248","248"
"Rv2975a","NC_000962.3","3331854..3332048","98","9.4097789211","0","195","98","98"
"Miotto_candidate_1496","NC_000962.3","complement(3331946..3331976)","0","0","0","31","0","0"
"ung","NC_000962.3","complement(3332071..3332754)","176","4.8177529027","0","684","176","176"
"IGR698_Rodriguez_Rv2976c-Rv2977c","NC_000962.3","complement(3332717..3332825)","16","2.7484094958","0","109","16","16"
"thiL","NC_000962.3","complement(3332787..3333788)","516","9.6420623553","0","1002","516","516"
"Rv2978c","NC_000962.3","complement(3333785..3335164)","965","13.0929100006","0","1380","965","965"
"Rv2979c","NC_000962.3","complement(3335164..3335748)","188","6.0171375414","0","585","188","188"
"IGR699_Rodriguez_Rv2979c-Rv2980","NC_000962.3","complement(3335810..3335892)","1","0.2255848155","0","83","1","1"
"Rv2980","NC_000962.3","3335960..3336505","80","2.7433757787","0","546","80","80"
"ddlA","NC_000962.3","complement(3336796..3337917)","250","4.1719116956","0","1122","250","250"
"gpdA2","NC_000962.3","complement(3337995..3338999)","374","6.9677650189","0","1005","374","374"
"Rv2983","NC_000962.3","3339118..3339762","95","2.757730652","0","645","95","95"
"IGR700_Rodriguez_Rv2983-Rv2984","NC_000962.3","3339788..3339844","0","0","0","57","0","0"
"ppk1","NC_000962.3","3339854..3342082","901","7.5683756216","0","2229","901","901"
"mutT1","NC_000962.3","3342165..3343118","268","5.2598623028","0","954","268","268"
"Miotto_candidate_1497","NC_000962.3","complement(3343113..3343176)","0","0","0","64","0","0"
"hupB","NC_000962.3","complement(3343176..3343820)","776","22.5263051153","0","645","767","776"
"IGR701_Rodriguez_Rv2986c-Rv2987c","NC_000962.3","complement(3343683..3344263)","144","4.6406019197","0","581","127","144"
"leuD","NC_000962.3","complement(3344033..3344629)","113","3.5439865745","0","597","103","113"
"leuC","NC_000962.3","complement(3344654..3346075)","622","8.1899027336","0","1422","622","622"
"Rv2989","NC_000962.3","3346147..3346848","737","19.6570495035","0","702","737","737"
"Rv2990c","NC_000962.3","complement(3346859..3347719)","1144","24.8777345009","0","861","1144","1144"
"IGR702_Rodriguez_Rv2990c-Rv2991","NC_000962.3","complement(3347701..3347849)","701","88.0885994808","0","149","701","701"
"Rv2991","NC_000962.3","3347982..3348473","403","15.3365579168","0","492","403","403"
"Miotto_candidate_1498","NC_000962.3","complement(3348501..3348547)","0","0","0","47","0","0"
"gluU","NC_000962.3","complement(3348547..3348619)","15","3.847302676","0","73","15","15"
"glnU","NC_000962.3","complement(3348659..3348730)","2","0.5200983247","0","72","2","2"
"Miotto_candidate_447","NC_000962.3","3348693..3348749","0","0","0","57","0","0"
"gltS","NC_000962.3","complement(3348805..3350277)","274","3.4828580279","0","1473","274","274"
"Rv2993c","NC_000962.3","complement(3350274..3350993)","116","3.0165702834","0","720","116","116"
"Rv2994","NC_000962.3","3351269..3352606","636","8.8999785073","0","1338","636","636"
"Miotto_candidate_1499","NC_000962.3","complement(3351938..3351978)","0","0","0","41","0","0"
"leuB","NC_000962.3","complement(3352458..3353468)","3148","58.3003985598","0","1011","3148","3148"
"serA1","NC_000962.3","complement(3353483..3355069)","928","10.9486104803","0","1587","928","928"
"Miotto_candidate_448","NC_000962.3","3353825..3353861","0","0","0","37","0","0"
"Rv2997","NC_000962.3","3355099..3356541","57","0.7395992809","0","1443","57","57"
"IGR703_Rodriguez_Rv2997-Rv2998","NC_000962.3","complement(3356690..3356795)","35","6.182300841","0","106","35","35"
"Miotto_candidate_449","NC_000962.3","3356739..3356769","0","0","0","31","0","0"
"Miotto_candidate_1500","NC_000962.3","complement(3356786..3356836)","0","0","0","51","0","0"
"Rv2998","NC_000962.3","3356815..3357276","37","1.4995042609","0","462","37","37"
"lppY","NC_000962.3","3357602..3358567","29","0.5620938416","0","966","29","29"
"Rv3000","NC_000962.3","3358612..3359271","13","0.3687969939","0","660","13","13"
"IGR704_Rodriguez_Rv3000-Rv3001c","NC_000962.3","complement(3359288..3359438)","83","10.2917469819","0","151","83","83"
"Miotto_candidate_1501","NC_000962.3","complement(3359396..3359585)","217","21.3842532248","0","190","217","217"
"Miotto_candidate_450","NC_000962.3","3359418..3359463","0","0","0","46","0","0"
"IGR705_Rodriguez_Rv3000-Rv3001c","NC_000962.3","3359484..3359537","0","0","0","54","0","0"
"ilvC","NC_000962.3","complement(3359585..3360586)","2433","45.4634451753","0","1002","2433","2433"
"ilvN","NC_000962.3","complement(3360624..3361130)","661","24.4107687082","0","507","661","661"
"ilvB1","NC_000962.3","complement(3361130..3362986)","2668","26.9005944495","0","1857","2668","2668"
"IGR706_Rodriguez_Rv3003c-Rv3004","NC_000962.3","complement(3363028..3363154)","36","5.3074600696","0","127","36","36"
"Miotto_candidate_451","NC_000962.3","3363055..3363141","0","0","0","87","0","0"
"cfp6","NC_000962.3","3363348..3363686","110","6.0754848551","0","339","110","110"
"Rv3005c","NC_000962.3","complement(3363693..3364532)","510","11.3678633832","0","840","510","510"
"Miotto_candidate_452","NC_000962.3","3364422..3364459","0","0","0","38","0","0"
"lppZ","NC_000962.3","3364709..3365830","1080","18.0226585251","0","1122","1080","1080"
"Miotto_candidate_1503","NC_000962.3","complement(3365470..3365520)","0","0","0","51","0","0"
"Rv3007c","NC_000962.3","complement(3365836..3366450)","198","6.0280664368","0","615","198","198"
"Rv3008","NC_000962.3","3366644..3367267","199","5.9711288434","0","624","199","199"
"gatB","NC_000962.3","complement(3367264..3368793)","961","11.7603409425","0","1530","961","961"
"Miotto_candidate_453","NC_000962.3","3368476..3368529","0","0","0","54","0","0"
"pfkA","NC_000962.3","complement(3368823..3369854)","1278","23.1867090346","0","1032","1278","1278"
"gatA","NC_000962.3","complement(3369950..3371434)","56","0.7060728772","0","1485","56","56"
"gatC","NC_000962.3","complement(3371431..3371730)","10","0.6241179897","0","300","10","10"
"Rv3013","NC_000962.3","3371815..3372471","25","0.7124634585","0","657","25","25"
"ligA","NC_000962.3","complement(3372545..3374620)","300","2.705713828","0","2076","300","300"
"Rv3015c","NC_000962.3","complement(3374651..3375664)","148","2.7328243334","0","1014","148","148"
"IGR707_Rodriguez_Rv3015c-Rv3016","NC_000962.3","complement(3375621..3375712)","0","0","0","92","0","0"
"lpqA","NC_000962.3","3375758..3376387","268","7.9649343443","0","630","268","268"
