id	dN	dS	id_symbol
MRA_0546	0.0451	1.1931	MRA_0546
MRA_0735	0.1025	2.1847	fucA
MRA_2748	0.0264	1.0374	lexA
MRA_3165	0.0587	1.1766	devR
MRA_2640	0.1202	1.8879	pgsA1
MRA_2500	0.1081	0.8072	MRA_2500
MRA_3725	0.1624	1.2165	MRA_3725
MRA_0709	0.0262	0.8856	rplC
MRA_0419	0.0818	0.8559	mutT3
MRA_1309	0.0769	1.0651	MRA_1309
MRA_1996	0.3393	2.5138	cfp21
MRA_3660	0.0704	1.0894	hpt
MRA_3090	0.1611	0.9885	MRA_3090
MRA_3263	0.2379	2.7768	sigH
MRA_0533	0.0805	0.996	MRA_0533
MRA_3895	0.0987	0.9609	ethR
MRA_0852	0.0129	1.5337	narL
MRA_2728	0.075	0.7174	MRA_2728
MRA_1157	0.1472	1.0605	MRA_1157
MRA_1229	0.0551	0.9266	MRA_1229
MRA_0963	0.0914	0.8819	purN
MRA_0367	0.2033	1.0526	MRA_0367
MRA_2849	0.086	1.0876	MRA_2849
MRA_2537	0.0725	0.9089	orn
MRA_1023	0.1081	0.9713	rplY
MRA_2532	0.1023	1.7189	MRA_2532
MRA_3012	0.0927	0.9284	MRA_3012
MRA_2213	0.2332	2.2551	MRA_2213
MRA_3408	0.0805	0.9324	MRA_3408
MRA_0166	0.0311	1.2	MRA_0166
MRA_2486	0.0056	1.274	clpP2
MRA_0365	0.0966	0.9167	MRA_0365
MRA_0843	0.354	1.6876	lpqQ
MRA_3282	0.055	0.9379	MRA_3282
MRA_3015	0.0672	0.8545	hupB
MRA_3741	0.0997	1.4821	MRA_3741
MRA_3288	0.1554	1.3136	tmk
MRA_0183	0.2379	4.2487	MRA_0183
MRA_0776	0.1329	1.4655	MRA_0776
MRA_1164	0.1254	1.1314	MRA_1164
MRA_3283	0.1126	1.2523	MRA_3283
MRA_3193	0.1241	1.1384	MRA_3193
MRA_2051	0.1607	1.9835	MRA_2051
MRA_0404	0.1967	1.0506	MRA_0404
MRA_0835	0.1048	0.9866	MRA_0835
MRA_1228	0.0877	1.0064	MRA_1228
MRA_0795	0.0959	0.8318	MRA_0795
MRA_3454	0.0366	0.6803	sigD
MRA_1120	0.1439	0.594	MRA_1120
MRA_1386	0.1007	1.6761	MRA_1386
MRA_1881	0.1425	1.6097	MRA_1881
MRA_2447	0.0702	1.0698	nadD
MRA_3290	0.0531	1.3201	MRA_3290
MRA_0203	0.2045	1.0523	MRA_0203
MRA_2281	0.0773	1.9253	MRA_2281
MRA_3461	0.1303	1.2165	MRA_3461
MRA_2996	0.1343	1.4015	MRA_2996
MRA_1743	0.4828	3.8521	MRA_1743
MRA_2708	0.063	0.8019	MRA_2708
MRA_0272	0.1546	0.7538	MRA_0272
MRA_1611	0.0531	0.9328	hisB
MRA_0977	0.3718	1.8386	MRA_0977
MRA_0427	0.1049	1.1649	MRA_0427
MRA_2772	0.1259	1.2572	pgsA3
MRA_2823	0.101	1.206	MRA_2823
MRA_1834	0.1299	1.3509	pgsA2
MRA_2079	0.0671	1.3699	cobH
MRA_1398	0.065	0.7446	gmk
MRA_1709	0.0912	0.974	MRA_1709
MRA_3038	0.3462	2.2172	MRA_3038
MRA_3886	0.0871	1.4645	sodA
MRA_2872	0.0768	1.061	cobO
MRA_3350	0.1117	1.5018	upp
MRA_1695	0.0654	1.2577	MRA_1695
MRA_0784	0.042	0.6342	MRA_0784
MRA_3627	0.0789	0.8768	MRA_3627
MRA_2953	0.1334	1.1797	MRA_2953
MRA_2625	0.1237	0.9507	MRA_2625
MRA_1612	0.0918	1.6134	hisH
MRA_2185	0.0989	0.9134	MRA_2185
MRA_0788	0.163	1.5747	MRA_0788
MRA_1009	0.0741	1.0511	MRA_1009
MRA_1636	0.0446	1.043	MRA_1636
MRA_1219	0.0922	0.8322	tagA
MRA_2758	0.1025	1.2552	MRA_2758
MRA_0247	0.0834	0.89	MRA_0247
MRA_3087	0.1	0.8717	MRA_3087
MRA_1349	0.0735	1.148	MRA_1349
MRA_2209	0.0281	0.7894	ctaE
MRA_3752	0.0314	1.2906	recR
MRA_1698	0.1096	1.3919	mpg
MRA_1002	0.0583	0.812	rimJ
MRA_1756	0.3549	3.784	idi
MRA_3253	0.1398	1.0943	gpm2
MRA_1940	0.1991	1.5263	MRA_1940
MRA_1901	0.1795	0.9049	MRA_1901
MRA_3648	0.0741	1.1374	folE
MRA_3099	0.164	0.9694	MRA_3099
MRA_0041	0.0449	0.7345	MRA_0041
MRA_3506	0.098	0.9423	rmlC
MRA_1260	0.1399	1.3041	lprE
MRA_1263	0.1327	0.9179	MRA_1263
MRA_1568	0.0902	1.0351	MRA_1568
MRA_1551	0.0487	1.1353	lspA
MRA_0532	0.0679	0.9477	MRA_0532
MRA_1174	0.1038	1.4829	narJ
MRA_1135	0.2056	1.1257	MRA_1135
MRA_1922	0.2354	0.8596	lppC
MRA_0142	0.1449	1.1527	MRA_0142
MRA_0140	0.1443	1.1547	MRA_0140
MRA_3499	0.0207	0.841	rpsD
MRA_0080	0.0493	0.9102	MRA_0080
MRA_1999	0.2274	72.3376	MRA_1999
MRA_2479	0.1372	0.9984	mobA
MRA_1421	0.084	0.813	ribC
MRA_1178	0.1654	1.6497	MRA_1178
MRA_3596	0.0805	1.5002	MRA_3596
MRA_0337	0.1095	1.0472	MRA_0337
MRA_2487	0.017	0.8417	clpP1
MRA_3206	0.2697	2.5262	MRA_3206
MRA_0973	0.1081	0.9536	MRA_0973
MRA_1410	0.1192	1.8057	MRA_1410
MRA_3613	0.0388	1.0856	MRA_3613
MRA_2976	0.2265	0.952	MRA_2976
MRA_0482	0.0606	0.9965	hbhA
MRA_3793	0.1041	1.0018	MRA_3793
MRA_1896	0.2805	1.4464	MRA_1896
MRA_1242	0.3114	1.2969	MRA_1242
MRA_2632	0.0618	1.0239	MRA_2632
MRA_0700	0.1091	1.6725	MRA_0700
MRA_3016	0.0508	0.6565	leuD
MRA_0434	0.0555	0.7344	def
MRA_1553	0.2118	1.3979	lprI
MRA_0714	0.0917	0.8995	rplV
MRA_0380	0.1675	1.1368	MRA_0380
MRA_1027	0.0108	1.0563	MRA_1027
MRA_0999	0.1385	0.9274	MRA_0999
MRA_0093	0.135	1.1545	MRA_0093
MRA_3950	0.0751	1.5707	sigM
MRA_0690	0.0342	0.9347	MRA_0690
MRA_2622	0.0811	1.2586	ruvA
MRA_2937	0.0756	0.8243	MRA_2937
MRA_2455	0.0577	1.3357	ahpC
MRA_1166	0.0534	0.8977	MRA_1166
MRA_1634	0.1595	3.3738	MRA_1634
MRA_2148	0.0402	1.2003	MRA_2148
MRA_2641	0.0691	1.0851	MRA_2641
MRA_0204	0.102	1.7592	MRA_0204
MRA_2457	0.2506	0.4826	MRA_2457
MRA_1388	0.066	1.4374	pyrR
MRA_0282	0.0641	0.9401	MRA_0282
MRA_1322	0.0966	1.1468	MRA_1322
MRA_3682	0.0723	0.9664	MRA_3682
MRA_3531	0.109	0.7274	MRA_3531
MRA_3872	0.2701	74.8741	MRA_3872
MRA_1022	0.0726	1.1079	pth
MRA_0330	0.0515	1.0731	dcd
MRA_0470	0.1923	1.3854	MRA_0470
MRA_2131	0.2791	1.0813	lppK
MRA_2429	0.1428	0.9828	MRA_2429
MRA_2270	0.1526	1.3084	MRA_2270
MRA_1075	0.0838	0.9572	MRA_1075
MRA_1543	0.1026	1.1012	MRA_1543
MRA_2994	0.1285	0.882	MRA_2994
MRA_3445	0.1834	1.1384	MRA_3445
MRA_3645	0.1916	1.6169	folK
MRA_2623	0.0668	0.8621	ruvC
MRA_0450	0.1094	0.8884	sigK
MRA_0055	0.224	71.9248	MRA_0055
MRA_0724	0.0412	1.253	rplE
MRA_1795A	0.054	1.3088	MRA_1795A
MRA_3959	0.0936	1.5077	MRA_3959
MRA_2562	0.0175	1.3552	efp
MRA_1214	0.1653	2.111	MRA_1214
MRA_1484	0.0446	0.7945	MRA_1484
MRA_3606	0.068	0.9025	MRA_3606
MRA_0004	0.1654	1.7928	MRA_0004
MRA_1486	0.1047	1.6106	MRA_1486
MRA_0353	0.1581	1.5154	lpqJ
MRA_2058	0.2186	2.4217	pncA
MRA_1282	0.1104	1.0244	lprB
MRA_2083	0.0913	1.0671	sigC
MRA_2525	0.0772	1.213	MRA_2525
MRA_2907	0.0336	0.8475	frr
MRA_3086	0.1596	1.2758	MRA_3086
MRA_0185	0.2466	1.7191	MRA_0185
MRA_3650	0.1237	0.4276	MRA_3650
MRA_3179	0.0121	1.1681	nuoB
MRA_0494	0.1261	1.5121	MRA_0494
MRA_3401	0.1203	0.9584	MRA_3401
MRA_0102	0.1996	1.0843	MRA_0102
MRA_2865	0.1301	0.6816	MRA_2865
MRA_3906	0.2366	5.0096	MRA_3906
MRA_3623	0.1759	1.7141	lpqE
MRA_0227	0.1427	1.414	MRA_0227
MRA_0144	0.0829	1.1384	msrA
MRA_0009	0.0373	0.8592	ppiA
MRA_0520	0.1873	1.7002	MRA_0520
MRA_1742	0.0588	1.4287	MRA_1742
MRA_2391	0.0354	0.9135	MRA_2391
MRA_0991	0.0113	1.0683	moaB2
MRA_2866	0.1353	1.2023	MRA_2866
MRA_3881	0.0947	1.2465	bfrB
MRA_0741	0.0522	0.9943	adk
MRA_0270	0.0787	0.7868	aac
MRA_0771A	0.0884	2.188	MRA_0771A
MRA_3009	0.1858	0.9567	MRA_3009
MRA_3497	0.0813	1.4072	rplQ
MRA_1240	0.1599	1.5546	MRA_1240
MRA_0050	0.0173	0.9445	MRA_0050
MRA_1283	0.0941	1.1915	lprC
MRA_0727	0.0341	0.8523	rplF
MRA_0390	0.0562	1.0378	pyrE
MRA_2803	0.0838	0.696	MRA_2803
MRA_0662	0.0197	0.7393	rplJ
MRA_3820	0.0596	1.1755	MRA_3820
MRA_3465	0.6659	0.8387	MRA_3465
MRA_0743	0.0525	0.7595	sigL
MRA_2456	0.1264	1.5127	ahpD
MRA_2277	0.0286	1.1673	MRA_2277
MRA_3887	0.0196	0.5912	MRA_3887
MRA_2567	0.0773	1.4625	aroK
MRA_3611	0.1112	1.2731	MRA_3611
MRA_2154	0.0545	1.2701	MRA_2154
MRA_2932	0.1481	1.643	rimM
MRA_0908	0.2042	1.6081	MRA_0908
MRA_1243	0.0346	0.8393	MRA_1243
MRA_2068	0.2497	1.3254	MRA_2068
MRA_2350	0.1599	0.8795	lppP
MRA_0263	0.0867	0.5133	cobU
MRA_2773	0.072	0.7762	MRA_2773
MRA_0467	0.2234	3.0803	MRA_0467
MRA_2762	0.076	0.8768	recX
MRA_3316	0.1	1.3704	purE
MRA_0488	0.1242	0.9923	MRA_0488
MRA_2903	0.1123	0.8781	mpt53
MRA_2696	0.1017	1.6778	MRA_2696
MRA_3319	0.0656	0.7092	MRA_3319
MRA_3704	0.0779	1.142	MRA_3704
MRA_0448	0.1024	1.3539	MRA_0448
MRA_0254	0.0347	1.4567	MRA_0254
MRA_1314	0.0912	0.8613	atpF
MRA_0378	0.1011	1.4233	MRA_0378
MRA_0563	0.1038	0.9983	MRA_0563
MRA_0871	0.0766	1.458	moaC2
MRA_1668	0.1115	1.7035	argR
MRA_2583	0.1224	1.1108	MRA_2583
MRA_0193	0.1232	1.5526	MRA_0193
MRA_3945	0.1095	1.337	MRA_3945
MRA_1583	0.1309	0.6595	MRA_1583
MRA_3272	0.0754	1.4355	MRA_3272
MRA_3462	0.1094	1.1956	MRA_3462
MRA_2194	0.0575	0.8539	MRA_2194
MRA_2399	0.1913	1.5655	cfp2
MRA_3032	0.0719	1.0538	ilvN
MRA_0753	0.5014	68.3473	MRA_0753
MRA_0145	0.1005	1.7218	MRA_0145
MRA_0209	0.218	1.0989	MRA_0209
MRA_2494	0.0912	1.1238	MRA_2494
MRA_3771	0.1239	1.1122	MRA_3771
MRA_0927	0.0431	0.3335	MRA_0927
MRA_3791	0.0313	1.409	MRA_3791
MRA_0512	0.0646	1.5737	MRA_0512
MRA_2644	0.1782	0.8612	MRA_2644
MRA_1149	0.1262	1.3191	MRA_1149
MRA_1324	0.1038	1.3089	ogt
MRA_0746	0.0462	0.93	MRA_0746
MRA_1942	0.0791	1.3022	tpx
MRA_0688	0.2203	1.5776	MRA_0688
MRA_2711	0.0978	1.4515	MRA_2711
MRA_1391	0.1705	1.1839	MRA_1391
MRA_2747	0.2414	0.97	MRA_2747
MRA_1090	0.0175	1.0508	greA
MRA_0057	0.0321	0.9032	ssb
MRA_1841	0.0144	0.5441	MRA_1841
MRA_2626	0.1657	1.0663	MRA_2626
MRA_0436	0.1582	1.6333	MRA_0436
MRA_2745	0.1159	0.9126	MRA_2745
MRA_0319	0.101	1.9639	MRA_0319
MRA_3020	0.074	1.414	MRA_3020
MRA_0465	0.1009	1.0306	MRA_0465
MRA_1292	0.088	1.5936	MRA_1292
MRA_1638	0.0803	1.0432	MRA_1638
MRA_2253	0.1022	1.1022	ptpA
MRA_2347	0.079	0.8658	MRA_2347
MRA_0573	0.0316	2.1951	MRA_0573
MRA_0587	0.1412	1.339	MRA_0587
MRA_3299	0.1346	0.6356	MRA_3299
MRA_3622	0.0009	0.8947	MRA_3622
MRA_1474	0.0783	0.8869	MRA_1474
MRA_1839	0.0396	2.4656	cfp17
MRA_2934	0.0522	1.1439	rpsP
MRA_2491	0.0324	1.0679	MRA_2491
MRA_2867	0.1344	1.2563	MRA_2867
MRA_3664	0.0294	0.9371	ppa
MRA_0882	0.1461	0.9838	MRA_0882
MRA_2503	0.1052	1.5518	MRA_2503
MRA_0172	0.0971	0.7984	MRA_0172
MRA_2993	0.0574	1.5535	coaD
MRA_1295	0.0524	1.5511	MRA_1295
MRA_3828	0.071	1.3594	MRA_3828
MRA_2726	0.0918	1.5894	MRA_2726
MRA_0649	0.1683	0.7303	secE1
MRA_1311	0.1347	0.8564	MRA_1311
MRA_3198	0.1405	0.7473	MRA_3198
MRA_3278	0.0978	1.5829	MRA_3278
MRA_3132	0.0761	1.0666	smpB
MRA_2135	0.1011	0.7328	MRA_2135
MRA_0872	0.1195	0.9814	mog
MRA_0316	0.1224	0.7943	MRA_0316
MRA_1413	0.1178	1.1598	MRA_1413
MRA_3620	0.1423	1.3285	ispF
MRA_0086	0.0804	0.9067	MRA_0086
MRA_2788	0.1372	1.1851	dfrA
MRA_3801	0.083	0.7236	lpqH
MRA_3345	0.0226	1.0881	MRA_3345
MRA_0383	0.0609	1.2271	MRA_0383
MRA_1887	0.0246	0.927	bfrA
MRA_0260	0.1152	1.1143	hsp
MRA_1937	0.2063	1.4081	mpt63
MRA_3644	0.06	0.9303	MRA_3644
MRA_2259	0.0532	0.8636	MRA_2259
MRA_1284	0.1568	1.3118	MRA_1284
MRA_3460	0.1074	0.9162	rimI
MRA_2548	0.0921	1.1757	bcp
MRA_2797	0.095	1.135	MRA_2797
MRA_3893	0.05	0.9666	menG
MRA_0865	0.2096	3.7829	MRA_0865
MRA_1428	0.1382	0.383	MRA_1428
MRA_1917	0.158	1.1293	MRA_1917
MRA_2874	0.0703	1.0152	MRA_2874
MRA_2802	0.1642	0.756	MRA_2802
MRA_2561	0.0952	0.9624	nusB
MRA_0692	0.0082	0.743	rpsG
MRA_1033	0.065	1.2609	MRA_1033
MRA_0021	0.0309	0.6635	MRA_0021
MRA_2725	0.0373	0.5293	dut
MRA_1426	0.1203	0.8446	MRA_1426
MRA_1425	0.1069	1.0055	ribH
MRA_1930	0.1313	1.1338	MRA_1930
MRA_2746	0.0274	1.0039	MRA_2746
MRA_3406	0.0815	1.1627	spoU
MRA_1618	0.0727	0.8725	bcpB
MRA_3723	0.0403	1.06	MRA_3723
MRA_1894	0.1039	1.3152	MRA_1894
MRA_2799	0.289	2.3734	MRA_2799
MRA_2258	0.0778	1.1581	ahpE
MRA_2541	0.1326	1.5472	MRA_2541
MRA_0059	0.0466	1.1989	rplI
MRA_0894	0.0692	1.2996	MRA_0894
MRA_0646	0.087	1.2164	MRA_0646
MRA_3790	0.0316	0.8198	MRA_3790
MRA_1330	0.1054	1.0869	MRA_1330
MRA_0084	0.1218	1.0219	MRA_0084
MRA_3586	0.2058	3.4501	MRA_3586
MRA_3483	0.0255	0.8997	rpsI
MRA_0992	0.1356	0.815	mscL
MRA_0171	0.0945	1.2643	MRA_0171
MRA_0137	0.0677	1.1082	MRA_0137
MRA_3713	0.0956	0.7394	MRA_3713
MRA_3332	0.0805	0.8268	MRA_3332
MRA_1920	0.0667	1.688	furA
MRA_2796	0.406	78.7042	MRA_2796
MRA_3084	0.0697	0.7862	nrdI
MRA_2766A	0.19	1.6855	MRA_2766A
MRA_3566	0.1493	0.8206	MRA_3566
MRA_0919	0.1755	1.597	MRA_0919
MRA_2344	0.0531	1.2421	MRA_2344
MRA_2667	0.1966	1.1046	MRA_2667
MRA_2737	0.1253	1.2834	MRA_2737
MRA_0460	0.193	2.3651	MRA_0460
MRA_1570	0.0706	0.8564	MRA_1570
MRA_1642	0.0661	1.5414	MRA_1642
MRA_1886	0.0911	1.4142	MRA_1886
MRA_1165	0.0457	0.7392	MRA_1165
MRA_3484	0.0321	0.5537	rplM
MRA_0862	0.1393	1.1672	MRA_0862
MRA_0431	0.218	4.9292	MRA_0431
MRA_1320	0.0641	1.7756	MRA_1320
MRA_2565	0.0601	1.4612	aroD
MRA_3755	0.0833	0.9098	MRA_3755
MRA_1646	0.0395	1.0473	MRA_1646
MRA_2190	0.0609	0.8864	MRA_2190
MRA_1342	0.0679	1.184	MRA_1342
MRA_1182	0.2196	0.8754	MRA_1182
MRA_2645	0.0977	1.4056	MRA_2645
MRA_0731	0.04	2.142	rplO
MRA_3328	0.1309	0.8503	rsbW
MRA_0369	0.0796	0.892	MRA_0369
MRA_3195	0.177	53.7557	MRA_3195
MRA_0008	0.153	1.0808	MRA_0008
MRA_1270	0.0805	1.9541	MRA_1270
MRA_2200	0.0433	0.422	MRA_2200
MRA_1091	0.1351	0.9844	MRA_1091
MRA_0917	0.0713	0.8923	MRA_0917
MRA_1496	0.1014	1.2374	MRA_1496
MRA_3214	0.0338	0.2062	MRA_3214
MRA_0128	0.1292	0.9984	MRA_0128
MRA_3409	0.0818	0.9117	MRA_3409
MRA_2046	0.1226	1.6859	hspX
MRA_3359	0.0836	1.2964	sdhD
MRA_0780	0.0436	1.3859	MRA_0780
MRA_3256	0.1535	1.0099	MRA_3256
MRA_2654	0.1275	3.5844	MRA_2654
MRA_2627	0.1692	1.2644	MRA_2627
MRA_0196	0.1386	0.9107	MRA_0196
MRA_3325	0.055	1.0105	MRA_3325
MRA_1909	0.134	0.9456	MRA_1909
MRA_2181	0.0281	0.6799	MRA_2181
MRA_1558	0.1243	1.2683	MRA_1558
MRA_0887	0.0601	0.8874	MRA_0887
MRA_0647	0.0149	1.7632	MRA_0647
MRA_2732	0.1156	1.0923	MRA_2732
MRA_0651	0.0257	1.1751	rplK
MRA_2520	0.1494	9.5866	MRA_2520
MRA_2430	0.0428	0.9278	MRA_2430
MRA_2384	0.1629	1.1527	MRA_2384
MRA_2000	0.0962	0.2424	MRA_2000
MRA_0446	0.126	1.3385	MRA_0446
MRA_0010	0.1112	0.7831	MRA_0010
MRA_0873	0.0679	1.5482	moaE2
MRA_1171	0.1107	1.0505	mutT2
MRA_2648	0.1317	0.7725	MRA_2648
MRA_0456	0.1374	1.3182	mmpS4
MRA_1892	0.2127	1.4016	lppE
MRA_0397	0.0979	1.3684	MRA_0397
MRA_0481	0.0452	0.7903	MRA_0481
MRA_1858	0.1382	2.0513	MRA_1858
MRA_0826	0.2035	1.1797	thiX
MRA_2236	0.1956	1.9813	MRA_2236
MRA_2580	0.2085	71.2836	MRA_2580
MRA_3640	0.0627	1.4815	panD
MRA_3500	0.039	1.3789	rpsK
MRA_2912	0.112	0.8616	MRA_2912
MRA_0025	0.1158	0.9574	whiB5
MRA_0770	0.0823	1.4069	MRA_0770
MRA_0648	0.0864	1.7292	MRA_0648
MRA_3300	0.0358	1.1748	MRA_3300
MRA_1074	0.2317	1.3934	lpqV
MRA_1993	0.1141	1.5178	MRA_1993
MRA_2215	0.0209	1.2388	MRA_2215
MRA_0716	0.0187	1.3507	rplP
MRA_2500A	0.0528	1.2299	MRA_2500A
MRA_1857	0.0584	0.8527	MRA_1857
MRA_3876	0.0661	1.384	MRA_3876
MRA_2949	0.1092	1.3126	MRA_2949
MRA_0052	0.0426	1.1865	MRA_0052
MRA_2088	0.044	1.1119	MRA_2088
MRA_2702	0.0473	1.1658	MRA_2702
MRA_1554	0.1188	1.4831	glbN
MRA_2077	0.2923	2.8516	MRA_2077
MRA_0148	0.1475	2.6233	MRA_0148
MRA_2471	0.0476	0.6254	ndkA
MRA_1608	0.0984	1.1476	MRA_1608
MRA_3452	0.032	0.8278	MRA_3452
MRA_1987	0.2149	1.2736	MRA_1987
MRA_0636	0.6801	7.4961	MRA_0636
MRA_1902	0.0926	0.7776	MRA_1902
MRA_2382	0.1228	1.1629	MRA_2382
MRA_0878	0.0565	0.965	cspB
MRA_2026	0.0576	0.7837	MRA_2026
MRA_2074A	0.0948	1.2017	MRA_2074A
MRA_1914	0.0957	1.5333	MRA_1914
MRA_2624	0.4972	25.5546	MRA_2624
MRA_1838	0.0725	0.7966	gcvH
MRA_3892	0.2364	1.1326	hns
MRA_2184	0.0576	0.9503	MRA_2184
MRA_3176	0.1117	1.0713	MRA_3176
MRA_3646	0.1201	1.3123	folB
MRA_0769	0.0486	1.1801	MRA_0769
MRA_3357	0.3283	64.4374	cdd
MRA_3753	0.0843	1.0552	MRA_3753
MRA_2628	0.2784	2.468	MRA_2628
MRA_3102	0.0987	0.875	ccrB1
MRA_1626	0.1742	1.0476	MRA_1626
MRA_3889	0.0897	0.7501	MRA_3889
MRA_0726	0.0095	0.9757	rpsH
MRA_1076	0.0701	0.9153	MRA_1076
MRA_0530	0.1235	2.3751	MRA_0530
MRA_1233	0.1137	1.0357	tatB
MRA_2198	0.1939	1.596	MRA_2198
MRA_3788	0.1961	14.0426	MRA_3788
MRA_2550	0.0265	1.0464	acpS
MRA_0855	0.3646	0.7717	lpqS
MRA_0663	0.0256	0.6935	rplL
MRA_2383	0.0443	0.9087	furB
MRA_0877	0.0751	1.3547	MRA_0877
MRA_2733	0.2005	1.6752	MRA_2733
MRA_3580	0.0663	1.0637	MRA_3580
MRA_1654	0.0405	0.7992	rplT
MRA_3064	0.0874	1.2315	MRA_3064
MRA_2201	0.0916	0.9981	MRA_2201
MRA_3394	0.2583	1.2033	MRA_3394
MRA_2585	0.091	1.2492	MRA_2585
MRA_0817	0.1461	1.0821	MRA_0817
MRA_3742	0.345	1.004	MRA_3742
MRA_2496	0.0673	1.2211	glbO
MRA_2923	0.0856	0.9681	MRA_2923
MRA_0553	0.0646	1.1501	MRA_0553
MRA_0322	0.0842	0.9772	MRA_0322
MRA_3178	0.0496	1.0487	nuoA
MRA_3785	0.2357	1.7299	MRA_3785
MRA_2671	0.5241	8.3728	MRA_2671
MRA_1351	0.097	0.7318	lprD
MRA_0362	0.0937	0.9767	hspR
MRA_3103	0.1117	0.9045	ccrB2
MRA_2446	0.0518	1.2366	MRA_2446
MRA_0147	0.1412	1.2691	MRA_0147
MRA_3710	0.2796	0.9868	MRA_3710
MRA_3486	0.1089	0.6736	esxU
MRA_3330	0.1067	1.2732	MRA_3330
MRA_3501	0.0237	0.5998	rpsM
MRA_1480	0.0891	1.0739	trxB1
MRA_0691	0.0034	0.612	rpsL
MRA_0342	0.1046	2.182	MRA_0342
MRA_0689	0.1105	0.8882	MRA_0689
MRA_2472	0.1373	1.0707	MRA_2472
MRA_0407	0.123	1.0254	MRA_0407
MRA_0722	0.0033	0.8283	rplN
MRA_2291	0.1056	0.7471	MRA_2291
MRA_1218	0.1242	1.6152	MRA_1218
MRA_2722	0.0532	0.6008	MRA_2722
MRA_0728	0.0331	0.7232	rplR
MRA_3722	0.1596	1.1239	rsfB
MRA_1162	0.0267	0.7858	MRA_1162
MRA_1836	0.0172	2.3876	MRA_1836
MRA_1319	0.039	1.1308	atpC
MRA_3829	0.1097	2.3505	MRA_3829
MRA_0028	0.2133	2.4082	MRA_0028
MRA_1350	0.1524	2.1984	MRA_1350
MRA_1783	0.2002	10.344	MRA_1783
MRA_0974	0.069	0.7996	MRA_0974
MRA_2159	0.2397	3.6905	MRA_2159
MRA_3106	0.1515	1.53	MRA_3106
MRA_0262	0.0469	1.5221	nirD
MRA_3716	0.0665	1.3207	whiB4
MRA_1498	0.4138	57.7145	MRA_1498
MRA_1822	0.4046	2.2055	MRA_1822
MRA_2220	0.029	1.0551	MRA_2220
MRA_2647	0.069	0.5729	MRA_2647
MRA_3953	0.0731	1.3412	trxC
MRA_1475	0.0527	1.1117	MRA_1475
MRA_3919	0.254	1.3966	MRA_3919
MRA_2264	0.03	0.4926	acpM
MRA_2617	0.117	4.2042	yajC
MRA_1616	0.0523	1.0385	hisI
MRA_1805	0.1277	46.9996	MRA_1805
MRA_1802	0.1237	35.3009	MRA_1802
MRA_0042	0.2126	1.5382	MRA_0042
MRA_0085	0.0968	2.1073	MRA_0085
MRA_3668	0.0573	1.3214	MRA_3668
MRA_1188	0.0205	0.528	fdxC
MRA_2389	0.0718	2.5996	MRA_2389
MRA_2929	0.014	0.8648	rplS
MRA_3358	0.0681	1.3581	sdhC
MRA_3637	0.0378	0.5489	lsr2
MRA_3034	0.0925	1.3215	cfp6
MRA_2944	0.0369	1.0586	glnB
MRA_0566	0.1534	1.1648	MRA_0566
MRA_2771	0.127	1.1265	MRA_2771
MRA_3784	0.3389	1.7905	MRA_3784
MRA_3859	0.1808	1.166	MRA_3859
MRA_2065	0.0151	1.0482	MRA_2065
MRA_1185	0.1645	0.8247	MRA_1185
MRA_1399	0.0352	0.6232	rpoZ
MRA_2668	0.119	3.2114	MRA_2668
MRA_0998	0.122	0.9378	MRA_0998
MRA_0164	0.0663	1.0196	pntAb
MRA_3217	0.0783	4.8471	MRA_3217
MRA_0499A	0.1326	1.854	MRA_0499A
MRA_2292	0.1753	0.812	MRA_2292
MRA_0033	0.0931	3.0895	MRA_0033
MRA_0700A	0.1274	1.1254	MRA_0700A
MRA_3218	0.3022	11.2496	MRA_3218
MRA_2183	0.3022	11.258	MRA_2183
MRA_2297	0.3022	11.2522	MRA_2297
MRA_1770	0.3022	11.2463	MRA_1770
MRA_2677	0.3022	11.2484	MRA_2677
MRA_3421	0.3022	11.246	MRA_3421
MRA_1777	0.3022	11.2465	MRA_1777
MRA_1380	0.3022	11.2478	MRA_1380
MRA_2505	0.3022	11.2465	MRA_2505
MRA_0805	0.3022	11.2496	MRA_0805
MRA_3514	0.3022	11.2466	MRA_3514
MRA_2378	0.3022	11.2493	MRA_2378
MRA_1768	0.3022	11.2491	MRA_1768
MRA_3367	0.3022	11.2482	MRA_3367
MRA_0012	0.3022	11.2495	MRA_0012
MRA_2839	0.3022	11.2468	MRA_2839
MRA_2120	0.3022	11.2476	MRA_2120
MRA_3098	0.0942	1.0203	mmr
MRA_2375	0.0804	3.4308	MRA_2375
MRA_1206	0.0694	1.0012	esxK
MRA_2367	0.0694	0.7625	esxP
MRA_1046	0.0738	0.9549	esxJ
MRA_3689	0.1782	1.7775	MRA_3689
MRA_3743	0.1504	1.0883	MRA_3743
MRA_0538	0.1717	1.2171	MRA_0538
MRA_3631	0.0509	0.6582	MRA_3631
MRA_0955	0.1069	1.4552	MRA_0955
MRA_0030	0.1516	1.3707	MRA_0030
MRA_2398	0.0487	1.896	MRA_2398
MRA_0723	0.0196	1.405	rplX
MRA_2774A	0.0965	0.7168	MRA_2774A
MRA_2468	0.0247	0.777	rplU
MRA_3169	0.1341	1.5504	MRA_3169
MRA_2901	0.0952	1.5465	MRA_2901
MRA_0294	0.112	0.8473	MRA_0294
MRA_3651	0.1597	0.4505	MRA_3651
