"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"pknK","NC_000962.3","complement(3442656..3445988)","1261","7.8756394786","0","3333","1261","1261"
"IGR728_Rodriguez_Rv3080c-Rv3081","NC_000962.3","complement(3445944..3446042)","25","5.2566718698","0","99","25","25"
"Rv3081","NC_000962.3","3446040..3447278","3208","53.8975603701","0","1239","3208","3208"
"IGR729_Rodriguez_Rv3081-Rv3082c","NC_000962.3","complement(3447219..3447381)","469","59.8950997756","0","163","469","469"
"virS","NC_000962.3","complement(3447404..3448426)","1261","25.6593415269","0","1023","1261","1261"
"Rv3083","NC_000962.3","3448504..3449991","1918","26.831918494","0","1488","1918","1918"
"lipR","NC_000962.3","3449997..3450923","614","13.7877909936","0","927","614","614"
"Rv3085","NC_000962.3","3450920..3451750","598","14.9798068849","0","831","598","598"
"adhD","NC_000962.3","3451781..3452887","3052","57.3908904104","0","1107","3052","3052"
"IGR730_Rodriguez_Rv3086-Rv3087","NC_000962.3","3452836..3452963","42","6.8303880108","0","128","42","42"
"Rv3087","NC_000962.3","3452925..3454343","2085","30.5864953911","0","1419","2085","2085"
"tgs4","NC_000962.3","3454340..3455764","1136","16.5947044256","0","1425","1136","1136"
"fadD13","NC_000962.3","3455761..3457272","1790","24.6437783609","0","1512","1790","1790"
"IGR731_Rodriguez_Rv3089-Rv3090","NC_000962.3","complement(3458035..3458127)","1","0.2238324796","0","93","1","1"
"Rv3090","NC_000962.3","3458211..3459098","61","1.4299568208","0","888","61","61"
"Rv3091","NC_000962.3","3459116..3460807","981","12.0690949248","0","1692","981","981"
"Rv3092c","NC_000962.3","complement(3460814..3461734)","5210","117.7562989668","0","921","5210","5210"
"Rv3093c","NC_000962.3","complement(3461760..3462764)","1687","34.9425886164","0","1005","1687","1687"
"Rv3094c","NC_000962.3","complement(3462761..3463891)","1974","36.3321081104","0","1131","1974","1974"
"Rv3095","NC_000962.3","3463973..3464449","699","30.5045660428","0","477","699","699"
"Rv3096","NC_000962.3","3464547..3465686","567","10.3534302479","0","1140","567","567"
"lipY","NC_000962.3","complement(3465778..3467091)","514","8.1428007539","0","1314","507","514"
"IGR732_Rodriguez_Rv3097c-Rv3098c","NC_000962.3","complement(3466924..3467323)","266","13.8429197019","0","400","258","266"
"Rv3098c","NC_000962.3","complement(3467210..3467662)","378","17.3699933519","0","453","376","378"
"Rv3098A","NC_000962.3","3467606..3467926","989","64.1353270332","0","321","989","989"
"ssr","NC_000962.3","complement(3467967..3468334)","3253025","184011.784337743","0","368","3253025","3253025"
"Miotto_candidate_466","NC_000962.3","3468004..3468118","4","0.7240494123","0","115","4","4"
"Miotto_candidate_467","NC_000962.3","3468184..3468276","0","0","0","93","0","0"
"Rv3099c","NC_000962.3","complement(3468413..3469264)","1357","33.1547919719","0","852","1357","1357"
"smpB","NC_000962.3","complement(3469301..3469783)","974","41.977626643","0","483","974","974"
"ftsX","NC_000962.3","complement(3469786..3470679)","1873","43.6120310871","0","894","1873","1873"
"ftsE","NC_000962.3","complement(3470680..3471369)","1750","52.7952696486","0","690","1750","1750"
"Rv3103c","NC_000962.3","complement(3471413..3471850)","432","20.5312641577","0","438","432","432"
"Rv3104c","NC_000962.3","complement(3471852..3472778)","3678","82.5920118475","0","927","3678","3678"
"prfB","NC_000962.3","complement(3472768..3473904)","4533","82.9910594541","0","1137","4533","4533"
"fprA","NC_000962.3","3474007..3475377","465","7.0602739468","0","1371","465","465"
"agpS","NC_000962.3","complement(3475378..3476961)","359","4.7178630031","0","1584","359","359"
"IGR734_Rodriguez_Rv3107c-Rv3108","NC_000962.3","complement(3476990..3477071)","5","1.2692939393","0","82","5","5"
"Rv3108","NC_000962.3","3477060..3477500","8","0.3776221425","0","441","8","8"
"moaA1","NC_000962.3","3477649..3478728","24","0.4625871245","0","1080","24","24"
"moaB1","NC_000962.3","3478779..3479174","52","2.7334693723","0","396","52","52"
"moaC1","NC_000962.3","3479171..3479683","47","1.9071574433","0","513","47","47"
"moaD1","NC_000962.3","3479700..3479951","26","2.1477259354","0","252","26","26"
"Rv3113","NC_000962.3","3480074..3480742","31","0.9645875018","0","669","31","31"
"Rv3114","NC_000962.3","3480759..3481289","19","0.7448436751","0","531","19","19"
"Rv3115","NC_000962.3","3481451..3482698","159","2.6520920481","0","1248","0","159"
"moeB2","NC_000962.3","3482776..3483945","881","15.6745867969","0","1170","881","881"
"cysA3","NC_000962.3","3483974..3484807","2289","57.1328378456","0","834","0","2289"
"Rv3118","NC_000962.3","3484809..3485111","2511","172.5083568891","0","303","9","2511"
"moaE1","NC_000962.3","3485132..3485575","519","24.3327078685","0","444","519","519"
"Rv3120","NC_000962.3","3485572..3486174","444","15.3275136788","0","603","444","444"
"IGR735_Rodriguez_Rv3120-Rv3121","NC_000962.3","3486207..3486450","99","8.4460067206","0","244","99","99"
"cyp141","NC_000962.3","3486509..3487711","425","7.3540970547","0","1203","425","425"
"IGR736_Rodriguez_Rv3121-Rv3122","NC_000962.3","3487692..3487792","16","3.2976507888","0","101","16","16"
"IGR737_Rodriguez_Rv3121-Rv3122","NC_000962.3","3487908..3488010","6","1.2126070255","0","103","6","6"
"Rv3122","NC_000962.3","3488089..3488559","898","39.6882074366","0","471","898","898"
"Rv3123","NC_000962.3","3488569..3489063","752","31.6241379685","0","495","752","752"
"IGR738_Rodriguez_Rv3123-Rv3124","NC_000962.3","3489140..3489288","37","5.1691782709","0","149","37","37"
"moaR1","NC_000962.3","3489506..3490375","166","3.971868759","0","870","166","166"
"Miotto_candidate_1511","NC_000962.3","complement(3490326..3490369)","0","0","0","44","0","0"
"Miotto_candidate_468","NC_000962.3","3490375..3490405","0","0","0","31","0","0"
"IGR739_Rodriguez_Rv3124-Rv3125c","NC_000962.3","3490404..3490490","9","2.1534228211","0","87","9","9"
"PPE49","NC_000962.3","complement(3490476..3491651)","183","3.239289941","0","1176","183","183"
"Rv3126c","NC_000962.3","complement(3491808..3492122)","58","3.8328647462","0","315","58","58"
"Miotto_candidate_1512","NC_000962.3","complement(3492130..3492173)","0","0","0","44","0","0"
"Rv3127","NC_000962.3","3492147..3493181","17270","347.3425930784","0","1035","17222","17270"
"Miotto_candidate_1513","NC_000962.3","complement(3492638..3492694)","0","0","0","57","0","0"
"Miotto_candidate_1514","NC_000962.3","complement(3492737..3492907)","40","4.8693381531","0","171","40","40"
"IGR740_Rodriguez_Rv3127-Rv3129","NC_000962.3","3493057..3493370","2763","183.1712424512","0","314","2740","2763"
"Rv3128c","NC_000962.3","complement(3493168..3494181)","58","1.1906828354","0","1014","58","58"
"IGR741_Rodriguez_Rv3127-Rv3129","NC_000962.3","3493454..3493557","0","0","0","104","0","0"
"Rv3129","NC_000962.3","3494538..3494992","48","2.1960179978","0","455","48","48"
"IGR742_Rodriguez_Rv3127-Rv3129","NC_000962.3","complement(3494546..3494704)","18","2.3565759175","0","159","18","18"
"tgs1","NC_000962.3","complement(3494975..3496366)","59539","890.3655649132","0","1392","59539","59539"
"Miotto_candidate_470","NC_000962.3","3495616..3495675","0","0","0","60","0","0"
"Miotto_candidate_1516","NC_000962.3","complement(3496366..3496408)","0","0","0","43","0","0"
"Miotto_candidate_471","NC_000962.3","3496515..3496551","0","0","0","37","0","0"
"Rv3131","NC_000962.3","3496551..3497549","31531","657.0195776517","0","999","31531","31531"
"Miotto_candidate_1517","NC_000962.3","complement(3497381..3497529)","0","0","0","149","0","0"
"devS","NC_000962.3","complement(3497529..3499265)","7580","90.8396477723","0","1737","7580","7580"
"Miotto_candidate_472","NC_000962.3","3497549..3497744","251","26.6577631208","0","196","251","251"
"Miotto_candidate_473","NC_000962.3","3497835..3497870","0","0","0","36","0","0"
"Miotto_candidate_474","NC_000962.3","3497939..3498024","0","0","0","86","0","0"
"Miotto_candidate_475","NC_000962.3","3499078..3499113","0","0","0","36","0","0"
"Miotto_candidate_476","NC_000962.3","3499173..3499205","0","0","0","33","0","0"
"devR","NC_000962.3","complement(3499262..3499915)","3944","125.5351114118","0","654","3944","3944"
"Miotto_candidate_477","NC_000962.3","3499287..3499324","0","0","0","38","0","0"
"Miotto_candidate_478","NC_000962.3","3499843..3499929","0","0","0","87","0","0"
"IGR743_Rodriguez_Rv3133c-Rv3134c","NC_000962.3","complement(3499846..3500008)","479","61.1721807942","0","163","479","479"
"Rv3134c","NC_000962.3","complement(3499943..3500749)","10905","281.2925237792","0","807","10905","10905"
"Miotto_candidate_479","NC_000962.3","3499971..3500052","0","0","0","82","0","0"
"Miotto_candidate_480","NC_000962.3","3500166..3500197","0","0","0","32","0","0"
"Miotto_candidate_1518","NC_000962.3","complement(3500756..3500788)","0","0","0","33","0","0"
"IGR744_Rodriguez_Rv3134c-Rv3135","NC_000962.3","3501217..3501278","22","7.3864718273","0","62","22","22"
"Miotto_candidate_1519","NC_000962.3","complement(3501228..3501267)","0","0","0","40","0","0"
"PPE50","NC_000962.3","3501334..3501732","943","49.1977058392","0","399","943","943"
"Miotto_candidate_1520","NC_000962.3","complement(3501654..3501814)","28","3.6202470616","0","161","28","28"
"Miotto_candidate_482","NC_000962.3","3501732..3501794","0","0","0","63","0","0"
"PPE51","NC_000962.3","3501794..3502936","3339","60.8101735763","0","1143","3339","3339"
"Miotto_candidate_1521","NC_000962.3","complement(3502036..3502066)","0","0","0","31","0","0"
"Rv3136A","NC_000962.3","complement(3502945..3503277)","616","38.5072525293","0","333","616","616"
"Miotto_candidate_483","NC_000962.3","3502987..3503134","40","5.6260596228","0","148","40","40"
"IGR745_Rodriguez_Rv3136A-Rv3137","NC_000962.3","3503208..3503384","192","22.5805240453","0","177","192","192"
"Rv3137","NC_000962.3","3503393..3504175","1050","27.914740274","0","783","1050","1050"
"pflA","NC_000962.3","3504195..3505283","1464","27.9846095176","0","1089","1464","1464"
"Miotto_candidate_1525","NC_000962.3","complement(3505044..3505147)","3","0.6004736713","0","104","3","3"
"Miotto_candidate_1526","NC_000962.3","complement(3505262..3505301)","0","0","0","40","0","0"
"Miotto_candidate_485","NC_000962.3","3505283..3505329","0","0","0","47","0","0"
"fadE24","NC_000962.3","3505363..3506769","5615","83.0733487513","0","1407","5615","5615"
"fadE23","NC_000962.3","3506790..3507995","4806","82.9549895723","0","1206","4806","4806"
"fadB4","NC_000962.3","3508095..3509066","1357","29.0616077778","0","972","1357","1357"
"Miotto_candidate_1527","NC_000962.3","complement(3508966..3509027)","0","0","0","62","0","0"
"Rv3142c","NC_000962.3","complement(3509118..3509546)","1421","68.9513605564","0","429","1421","1421"
"IGR746_Rodriguez_Rv3142c-Rv3143","NC_000962.3","complement(3509609..3509675)","1","0.3106928448","0","67","1","1"
"Rv3143","NC_000962.3","3509654..3510055","42","2.1748499139","0","402","42","42"
"PPE52","NC_000962.3","complement(3510088..3511317)","1429","24.1842805232","0","1230","1429","1429"
"Miotto_candidate_486","NC_000962.3","3510257..3510293","0","0","0","37","0","0"
"IGR747_Rodriguez_Rv3144c-Rv3145","NC_000962.3","complement(3511287..3511385)","15","3.1540031219","0","99","15","15"
"Miotto_candidate_1528","NC_000962.3","complement(3511601..3511635)","0","0","0","35","0","0"
"IGR748_Rodriguez_Rv3144c-Rv3145","NC_000962.3","3511618..3511737","46","7.9796278983","0","120","46","46"
"nuoA","NC_000962.3","3511682..3512068","101","5.4327092533","0","387","101","101"
"nuoB","NC_000962.3","3512077..3512631","187","7.0138209964","0","555","187","187"
"nuoC","NC_000962.3","3512628..3513338","193","5.6505895593","0","711","193","193"
"Miotto_candidate_1529","NC_000962.3","complement(3512739..3512781)","0","0","0","43","0","0"
"nuoD","NC_000962.3","3513338..3514660","330","5.1923044591","0","1323","330","330"
"nuoE","NC_000962.3","3514657..3515415","243","6.6645457271","0","759","243","243"
"nuoF","NC_000962.3","3515412..3516749","356","5.5385992041","0","1338","356","356"
"nuoG","NC_000962.3","3516746..3519166","1105","9.5010924278","0","2421","1105","1105"
"IGR749_Rodriguez_Rv3151-Rv3152","NC_000962.3","3519101..3519280","31","3.5850502152","0","180","31","31"
"nuoH","NC_000962.3","3519282..3520514","382","6.4492073567","0","1233","382","382"
"nuoI","NC_000962.3","3520507..3521142","465","15.2195528003","0","636","465","465"
"nuoJ","NC_000962.3","3521139..3521927","356","9.3924534032","0","789","356","356"
"nuoK","NC_000962.3","3521924..3522223","49","3.4000153654","0","300","49","49"
"nuoL","NC_000962.3","3522234..3524135","991","10.8459899153","0","1902","991","991"
"nuoM","NC_000962.3","3524132..3525793","725","9.0805685548","0","1662","725","725"
"nuoN","NC_000962.3","3525790..3527385","598","7.7996362916","0","1596","598","598"
"PPE53","NC_000962.3","complement(3527391..3529163)","16906","198.4897951135","0","1773","16906","16906"
"IGR750_Rodriguez_Rv3159c-Rv3160c","NC_000962.3","complement(3529192..3529243)","3","1.2009473426","0","52","3","3"
"Rv3160c","NC_000962.3","complement(3529338..3529979)","55887","1812.098595502","0","642","55887","55887"
"Rv3161c","NC_000962.3","complement(3529990..3531138)","231948","4202.199413686","0","1149","231948","231948"
"Rv3162c","NC_000962.3","complement(3531208..3531645)","259","12.3092532797","0","438","259","259"
"Rv3163c","NC_000962.3","complement(3531642..3532913)","524","8.5753179219","0","1272","524","524"
"moxR3","NC_000962.3","complement(3532943..3533905)","669","14.4612516971","0","963","669","669"
"Rv3165c","NC_000962.3","complement(3533913..3534395)","302","13.0156501501","0","483","302","302"
"Rv3166c","NC_000962.3","complement(3534392..3535351)","825","17.8891114568","0","960","825","825"
"Rv3167c","NC_000962.3","complement(3535431..3536057)","625","20.7500205386","0","627","625","625"
"Rv3168","NC_000962.3","3536102..3537238","500","9.1540987706","0","1137","500","500"
"Rv3169","NC_000962.3","3537238..3538362","944","17.4672898226","0","1125","944","944"
"Miotto_candidate_1530","NC_000962.3","complement(3537354..3537390)","0","0","0","37","0","0"
"IGR751_Rodriguez_Rv3169-Rv3170","NC_000962.3","3538370..3538470","43","8.8624364949","0","101","43","43"
"aofH","NC_000962.3","3538505..3539851","1157","17.8801771635","0","1347","1157","1157"
"hpx","NC_000962.3","complement(3539846..3540745)","2054","47.5076976902","0","900","2054","2054"
"IGR752_Rodriguez_Rv3171c-Rv3172c","NC_000962.3","complement(3540678..3540928)","659","54.6534708296","0","251","659","659"
"Rv3172c","NC_000962.3","complement(3540882..3541364)","331","14.2654973499","0","483","329","331"
"IGR753_Rodriguez_Rv3172c-Rv3173c","NC_000962.3","complement(3541243..3541562)","1115","72.5322155431","0","320","1100","1115"
"Rv3173c","NC_000962.3","complement(3541443..3542045)","5775","199.3612421058","0","603","5764","5775"
"Rv3174","NC_000962.3","3542138..3542845","315","9.2615430655","0","708","315","315"
"Rv3175","NC_000962.3","3542860..3544347","162","2.2663038561","0","1488","162","162"
"mesT","NC_000962.3","complement(3544344..3545300)","3190","69.388068681","0","957","3190","3190"
"Rv3177","NC_000962.3","3545447..3546307","399","9.6466339386","0","861","399","399"
"Rv3178","NC_000962.3","3546438..3546797","41","2.3707590133","0","360","41","41"
"Rv3178a","NC_000962.3","3547037..3547330","8","0.5664332137","0","294","8","8"
"IGR754_Rodriguez_Rv3178-Rv3179","NC_000962.3","complement(3547192..3547268)","0","0","0","77","0","0"
"Rv3179","NC_000962.3","3547618..3548907","1888","30.466203179","0","1290","1888","1888"
"IGR755_Rodriguez_Rv3179-Rv3180c","NC_000962.3","complement(3549022..3549133)","26","4.8323833546","0","112","26","26"
"Rv3180c","NC_000962.3","complement(3549254..3549688)","491","23.4962356706","0","435","491","491"
"Rv3181c","NC_000962.3","complement(3549691..3550143)","731","33.5911776197","0","453","731","731"
"Rv3182","NC_000962.3","3550374..3550718","1251","75.4821512347","0","345","1251","1251"
"Rv3183","NC_000962.3","3550715..3551044","281","17.7254975449","0","330","281","281"
"Rv3188","NC_000962.3","3554298..3554645","470","28.1141312759","0","348","470","470"
"Rv3189","NC_000962.3","3554642..3555262","513","17.1961735427","0","621","513","513"
"IGR756_Rodriguez_Rv3189-Rv3190c","NC_000962.3","3555294..3555408","23","4.1632841209","0","115","23","23"
"Rv3190c","NC_000962.3","complement(3555422..3556687)","1705","28.0347528676","0","1266","1705","1705"
"Rv3190A","NC_000962.3","3556855..3557064","212","21.0146722291","0","210","212","212"
"Miotto_candidate_1531","NC_000962.3","complement(3556866..3557016)","3","0.4135712703","0","151","3","3"
"IGR758_Rodriguez_Rv3190A-Rv3191c","NC_000962.3","complement(3557066..3557289)","110","10.2223494039","0","224","110","110"
"Rv3191c","NC_000962.3","complement(3557311..3558345)","58","1.1665240532","0","1035","58","58"
"IGR759_Rodriguez_Rv3191c-Rv3192","NC_000962.3","complement(3558908..3558997)","5","1.1564678113","0","90","5","5"
"IGR760_Rodriguez_Rv3191c-Rv3192","NC_000962.3","complement(3559054..3559155)","6","1.2244953297","0","102","6","6"
"IGR761_Rodriguez_Rv3191c-Rv3192","NC_000962.3","complement(3559159..3559265)","29","5.6418336217","0","107","29","29"
"Miotto_candidate_1533","NC_000962.3","complement(3559326..3559361)","0","0","0","36","0","0"
"metU","NC_000962.3","complement(3559370..3559443)","11","3.0943327925","0","74","11","11"
"Rv3192","NC_000962.3","3559563..3560024","13","0.5857434369","0","462","13","13"
"Miotto_candidate_1534","NC_000962.3","complement(3560128..3560161)","0","0","0","34","0","0"
"Rv3193c","NC_000962.3","complement(3560194..3563172)","10185","71.1699375142","0","2979","10185","10185"
"Miotto_candidate_489","NC_000962.3","3561662..3561715","0","0","0","54","0","0"
"Rv3194c","NC_000962.3","complement(3563264..3564286)","978","19.9007422786","0","1023","978","978"
"Rv3195","NC_000962.3","3564364..3565782","332","4.8703676114","0","1419","332","332"
"Rv3196","NC_000962.3","3565788..3566687","39","0.9020448929","0","900","39","39"
"Rv3196A","NC_000962.3","complement(3566696..3566896)","59","6.1102926152","0","201","59","59"
"Rv3197","NC_000962.3","3567024..3568367","21724","336.47017947","0","1344","21724","21724"
"whiB7","NC_000962.3","complement(3568401..3568679)","100","7.4610826539","0","279","100","100"
"IGR762_Rodriguez_Rv3197A-Rv3198c","NC_000962.3","complement(3568804..3568906)","27","5.4567316147","0","103","27","27"
"IGR763_Rodriguez_Rv3197A-Rv3198c","NC_000962.3","complement(3568916..3569154)","320","27.8713581313","0","239","320","320"
"uvrD2","NC_000962.3","complement(3569109..3571211)","944","9.3441279365","0","2103","944","944"
"Rv3198A","NC_000962.3","3571335..3571589","66","5.3877794505","0","255","66","66"
"nudC","NC_000962.3","complement(3571602..3572543)","943","20.8385187153","0","942","943","943"
"Rv3200c","NC_000962.3","complement(3572602..3573669)","2196","42.8023030403","0","1068","2196","2196"
"Rv3201c","NC_000962.3","complement(3573731..3577036)","1166","7.3417865773","0","3306","1166","1166"
"Rv3202c","NC_000962.3","complement(3577033..3580200)","2269","14.9092355906","0","3168","2269","2269"
"Rv3202a","NC_000962.3","3580286..3580495","760","75.3356174251","0","210","760","760"
"IGR765_Rodriguez_Rv3202c-Rv3203","NC_000962.3","complement(3580482..3580640)","95","12.4374840089","0","159","95","95"
"lipV","NC_000962.3","3580638..3581312","1917","59.1186345162","0","675","1917","1917"
"Rv3204","NC_000962.3","3581315..3581620","428","29.1157778387","0","306","428","428"
"IGR766_Rodriguez_Rv3204-Rv3205c","NC_000962.3","3581563..3581685","45","7.6157636357","0","123","45","45"
"Rv3205c","NC_000962.3","complement(3581627..3582505)","6523","154.4772600703","0","879","6523","6523"
"moeB1","NC_000962.3","complement(3582532..3583710)","19745","348.6176631313","0","1179","19745","19745"
"Miotto_candidate_490","NC_000962.3","3583543..3583763","356","33.5323336431","0","221","356","356"
"Miotto_candidate_1535","NC_000962.3","complement(3583710..3583759)","0","0","0","50","0","0"
"Rv3207c","NC_000962.3","complement(3583801..3584658)","2761","66.9861739959","0","858","2761","2761"
"Miotto_candidate_491","NC_000962.3","3584009..3584039","0","0","0","31","0","0"
"Miotto_candidate_492","NC_000962.3","3584312..3584420","0","0","0","109","0","0"
"IGR767_Rodriguez_Rv3207c-Rv3208","NC_000962.3","complement(3584719..3584838)","129","22.3776521496","0","120","129","129"
"Rv3208","NC_000962.3","3585004..3585690","644","19.5135005374","0","687","644","644"
"TB9.4","NC_000962.3","complement(3585677..3585949)","313","23.8664456013","0","273","313","313"
"Miotto_candidate_493","NC_000962.3","3585839..3585870","0","0","0","32","0","0"
"IGR768_Rodriguez_Rv3208A-Rv3209","NC_000962.3","3586097..3586286","40","4.3824043377","0","190","40","40"
"Rv3209","NC_000962.3","3586274..3586834","96","3.5621682318","0","561","96","96"
"Rv3210c","NC_000962.3","complement(3586844..3587539)","621","18.5732718323","0","696","621","621"
"IGR769_Rodriguez_Rv3210c-Rv3211","NC_000962.3","3587657..3587711","4","1.5139214985","0","55","4","4"
"Miotto_candidate_494","NC_000962.3","3587738..3587798","5","1.706263984","0","61","5","5"
"Miotto_candidate_1536","NC_000962.3","complement(3587743..3587775)","0","0","0","33","0","0"
"rhlE","NC_000962.3","3587798..3589381","11192","147.0816789162","0","1584","11192","11192"
"Rv3212","NC_000962.3","3589394..3590617","4466","75.9527241984","0","1224","4466","4466"
"Miotto_candidate_1537","NC_000962.3","complement(3590644..3590678)","0","0","0","35","0","0"
"Miotto_candidate_495","NC_000962.3","3590645..3590679","0","0","0","35","0","0"
"Rv3213c","NC_000962.3","complement(3590692..3591492)","1632","42.4124824297","0","801","1632","1632"
"gpm2","NC_000962.3","3591646..3592257","795","27.0409385301","0","612","795","795"
"entC","NC_000962.3","3592254..3593372","326","6.0644799973","0","1119","326","326"
"Rv3216","NC_000962.3","3593369..3593852","210","9.0319180308","0","484","210","210"
"IGR770_Rodriguez_Rv3215-Rv3217c","NC_000962.3","complement(3593406..3593523)","2","0.3528206882","0","118","2","2"
"Rv3217c","NC_000962.3","complement(3593804..3594235)","1471","70.881839604","0","432","1471","1471"
"IGR771_Rodriguez_Rv3217c-Rv3218","NC_000962.3","complement(3594324..3594444)","60","10.3221920352","0","121","60","60"
"Rv3218","NC_000962.3","3594468..3595433","98","2.1118107859","0","966","98","98"
"Miotto_candidate_1538","NC_000962.3","complement(3595499..3595640)","13","1.9057286469","0","142","13","13"
"Miotto_candidate_496","NC_000962.3","3595502..3595638","21","3.1908381948","0","137","21","21"
"whiB1","NC_000962.3","3595713..3595967","19756","1612.7419821901","0","255","19756","19756"
"Miotto_candidate_497","NC_000962.3","3595977..3596017","0","0","0","41","0","0"
"Rv3220c","NC_000962.3","complement(3596029..3597534)","3199","44.2176158786","0","1506","3199","3199"
"TB7.3","NC_000962.3","complement(3597551..3597766)","608","58.5943691084","0","216","608","608"
"IGR772_Rodriguez_Rv3221c-Rv3221A","NC_000962.3","3597808..3598171","3058","174.8808082636","0","364","3058","3058"
"IGR773_Rodriguez_Rv3221c-Rv3221A","NC_000962.3","complement(3597899..3597958)","0","0","0","60","0","0"
"rshA","NC_000962.3","complement(3598051..3598356)","1576","107.211368864","0","306","1576","1576"
"Rv3222c","NC_000962.3","complement(3598353..3598904)","5018","189.2333307833","0","552","5018","5018"
"sigH","NC_000962.3","complement(3598901..3599551)","8158","260.8607669583","0","651","8158","8158"
"Miotto_candidate_499","NC_000962.3","3599337..3599399","0","0","0","63","0","0"
"IGR774_Rodriguez_Rv3223c-Rv3224","NC_000962.3","complement(3599519..3599749)","2830","255.0236809964","0","231","2830","2830"
"Rv3224","NC_000962.3","3599851..3600699","561","13.7550199753","0","849","561","561"
"Miotto_candidate_1540","NC_000962.3","complement(3600102..3600166)","0","0","0","65","0","0"
"Rv3225c","NC_000962.3","complement(3601016..3602440)","1925","28.1204278339","0","1425","1925","1925"
"Rv3226c","NC_000962.3","complement(3602564..3603322)","1396","38.286855288","0","759","1396","1396"
"aroA","NC_000962.3","3603377..3604729","1829","28.1398619995","0","1353","1829","1829"
"Rv3228","NC_000962.3","3604726..3605718","724","15.1773298263","0","993","724","724"
"desA3","NC_000962.3","complement(3605751..3607034)","12329","199.8797894317","0","1284","12329","12329"
"Rv3230c","NC_000962.3","complement(3607112..3608254)","10745","195.6889233536","0","1143","10745","10745"
"Rv3231c","NC_000962.3","complement(3608364..3608873)","291","11.8776046977","0","510","291","291"
"ppk2","NC_000962.3","complement(3608870..3609757)","1216","28.5053687554","0","888","1216","1216"
"Rv3233c","NC_000962.3","complement(3609781..3610371)","241","8.4885911432","0","591","241","241"
"tgs3","NC_000962.3","complement(3610374..3611189)","624","15.9184392856","0","816","624","624"
"IGR775_Rodriguez_Rv3234c-Rv3235","NC_000962.3","3611164..3611252","61","14.2674343468","0","89","61","61"
"IGR776_Rodriguez_Rv3234c-Rv3235","NC_000962.3","complement(3611173..3611227)","0","0","0","55","0","0"
"Rv3235","NC_000962.3","3611300..3611941","298","9.6624506855","0","642","298","298"
"Miotto_candidate_1541","NC_000962.3","complement(3611312..3611427)","1","0.1794519018","0","116","1","1"
"kefB","NC_000962.3","complement(3611959..3613116)","1018","18.2997549008","0","1158","1018","1018"
"Rv3237c","NC_000962.3","complement(3613121..3613603)","874","37.6678087125","0","483","874","874"
"Rv3238c","NC_000962.3","complement(3613664..3614398)","1438","40.7265480666","0","735","1438","1438"
"Rv3239c","NC_000962.3","complement(3614457..3617603)","1366","9.0356627091","0","3147","1366","1366"
"IGR777_Rodriguez_Rv3239c-Rv3240c","NC_000962.3","complement(3617621..3617736)","55","9.8698545969","0","116","55","55"
"secA1","NC_000962.3","complement(3617682..3620531)","6525","47.658647173","0","2850","6525","6525"
"Miotto_candidate_501","NC_000962.3","3619942..3619972","0","0","0","31","0","0"
"Rv3241c","NC_000962.3","complement(3620610..3621254)","1569","50.637153377","0","645","1549","1569"
"Miotto_candidate_502","NC_000962.3","3621093..3621125","0","0","0","33","0","0"
"IGR778_Rodriguez_Rv3241c-Rv3242c","NC_000962.3","complement(3621106..3621553)","1498","69.6049063956","0","448","1455","1498"
"IGR779_Rodriguez_Rv3241c-Rv3242c","NC_000962.3","3621292..3621463","106","12.8287243259","0","172","106","106"
"Rv3242c","NC_000962.3","complement(3621570..3622211)","700","22.6970318115","0","642","700","700"
"Rv3243c","NC_000962.3","complement(3622249..3623091)","1393","34.397715186","0","843","1393","1393"
"lpqB","NC_000962.3","complement(3623159..3624910)","3926","46.6468420619","0","1752","3926","3926"
"mtrB","NC_000962.3","complement(3624910..3626613)","8456","103.3002656279","0","1704","8456","8456"
"mtrA","NC_000962.3","complement(3626663..3627349)","5415","164.0770270339","0","687","5415","5415"
"tmk","NC_000962.3","complement(3627419..3628063)","772","24.9151576845","0","645","772","772"
"sahH","NC_000962.3","complement(3628160..3629647)","11336","158.585311808","0","1488","11336","11336"
"IGR780_Rodriguez_Rv3248c-Rv3249c","NC_000962.3","complement(3629669..3629795)","770","126.209794215","0","127","770","770"
"Rv3249c","NC_000962.3","complement(3629752..3630387)","10644","348.3804731323","0","636","10644","10644"
"rubB","NC_000962.3","complement(3630384..3630566)","3396","386.2981659682","0","183","3396","3396"
"rubA","NC_000962.3","complement(3630571..3630738)","2175","269.4983024663","0","168","2175","2175"
"alkB","NC_000962.3","complement(3630738..3631988)","33781","562.1099156145","0","1251","33781","33781"
"Rv3253c","NC_000962.3","complement(3632097..3633584)","235","3.2875395444","0","1488","235","235"
"Rv3254","NC_000962.3","3633675..3635063","1062","15.9157945873","0","1389","1062","1062"
"manA","NC_000962.3","complement(3635041..3636267)","1429","24.2434107934","0","1227","1429","1429"
"Rv3256c","NC_000962.3","complement(3636275..3637315)","1867","37.333580469","0","1041","1867","1867"
"pmmA","NC_000962.3","complement(3637312..3638709)","4851","72.2320860883","0","1398","4851","4851"
"Rv3258c","NC_000962.3","complement(3638811..3639302)","441","18.6586209075","0","492","441","441"
"Rv3259","NC_000962.3","3639425..3639844","181","8.9708860223","0","420","181","181"
"whiB2","NC_000962.3","complement(3639872..3640141)","1442","111.1751055978","0","270","1442","1442"
