Rv	gene	len	strand	H37Rv_1B_1	H37Rv_1B_2	H37Rv_1B_3	H37Rv_2G1B_1	H37Rv_2G1B_2	H37Rv_2G1B_3	H37Rv_4G_1	H37Rv_4G_2	H37Rv_4G_3	H37Rv_HiFe_1	H37Rv_HiFe_2	H37Rv_HiFe_3	H37Rv_LoFe_1D_1	H37Rv_LoFe_1D_2	H37Rv_LoFe_1D_3	H37Rv_LoFe_1W_1	H37Rv_LoFe_1W_2	H37Rv_LoFe_1W_3	H37Rv_TOL_1	H37Rv_TOL_2	H37Rv_TOL_LpH_1	H37Rv_TOL_LpH_2	W_1	W_2	W_3	W_D516V_1	W_D516V_2	W_D516V_3	W_H526D_1	W_H526R_1	W_H526R_2	W_H526R_3	W_S531L_1	W_S531L_2	W_S531L_3
Rv3207c	-	858	-	324.7	225.8	215.5	244.9	264.0	244.5	319.5	298.4	320.1	306.5	350.0	337.4	235.4	253.8	362.8	336.9	346.3	371.1	398.3	425.1	341.7	320.5	814.5	712.2	755.9	913.4	891.2	904.6	875.5	944.8	863.7	976.8	709.9	686.7	713.2
Rv3208	-	687	+	183.4	216.7	195.7	239.3	238.6	206.9	147.1	127.5	123.2	322.9	302.7	290.0	217.1	200.1	210.3	178.0	206.7	207.5	332.2	301.9	131.1	128.6	634.5	634.2	563.4	627.8	584.5	547.0	694.2	587.1	617.9	528.4	589.3	625.0	615.5
Rv3208A	TB9.4	273	-	160.7	139.3	124.5	168.8	143.7	123.4	132.4	176.4	134.1	181.0	147.0	175.9	83.0	118.2	88.4	135.6	126.9	161.5	286.8	295.2	128.2	153.1	291.0	262.2	346.1	282.5	280.0	315.5	321.4	445.2	311.1	423.8	251.0	233.4	252.8
Rv3209	-	561	+	165.0	259.4	216.6	370.8	433.7	400.8	108.7	127.7	112.0	400.9	449.5	455.5	180.5	152.2	143.0	70.3	77.1	88.3	525.0	509.2	125.2	114.6	1763.8	2011.1	1602.0	1317.4	1130.2	994.2	1115.7	764.6	1154.2	785.8	1852.1	1955.7	1784.8
Rv3210c	-	696	-	57.7	40.9	46.4	70.3	57.5	62.7	51.8	54.5	48.1	77.1	69.8	84.7	63.3	52.4	61.8	64.9	57.5	62.1	124.5	115.4	76.6	62.3	147.5	142.2	173.7	171.2	154.6	163.3	211.8	257.5	201.7	212.7	137.2	128.2	125.6
Rv3211	rhlE	1584	+	323.0	332.3	383.0	616.3	610.8	566.7	218.9	213.8	235.1	768.0	832.4	791.3	712.8	620.9	611.9	661.8	651.0	621.4	659.2	673.6	209.6	198.5	1778.7	2013.6	1883.1	1666.2	1743.8	1581.7	1962.7	1457.4	1791.7	1566.2	1742.5	1746.4	1657.4
Rv3212	-	1224	+	136.7	134.0	167.7	283.0	320.5	319.4	114.9	94.5	112.6	438.9	430.9	464.1	311.9	293.6	344.5	310.2	296.5	255.3	257.3	250.1	52.9	48.9	589.7	687.8	651.5	571.3	653.4	575.0	1024.4	385.4	553.6	479.9	675.0	723.5	592.6
Rv3213c	-	801	-	313.8	266.3	295.4	339.3	318.5	313.1	371.4	382.3	292.9	432.7	416.2	436.1	304.7	272.4	311.1	199.8	197.5	235.2	517.4	395.1	245.1	226.9	640.0	571.6	668.0	582.7	617.2	675.5	759.9	706.1	541.6	711.1	699.5	651.0	633.7
Rv3214	gpm2	612	+	76.4	85.6	79.6	95.5	89.6	85.1	70.0	60.7	78.0	104.5	93.8	119.3	96.7	102.0	90.4	114.9	100.4	98.1	133.0	117.9	70.8	54.5	153.2	172.3	183.7	141.8	171.7	182.7	168.8	150.5	170.0	148.0	161.6	163.5	174.8
Rv3215	entC	1119	+	62.2	70.6	63.7	88.1	77.5	81.9	38.9	50.7	46.1	92.7	92.8	104.9	81.2	74.8	56.4	64.0	60.8	61.8	112.1	123.5	57.4	45.8	166.1	191.7	193.9	149.7	151.5	143.2	156.6	157.7	178.9	163.7	157.4	167.1	165.6
Rv3216	-	333	+	47.3	43.2	54.4	92.8	82.5	79.7	33.0	52.2	41.6	90.2	97.2	76.5	43.7	67.8	48.6	44.1	52.0	45.5	109.2	101.7	59.5	52.8	171.4	169.5	160.0	107.3	114.2	96.5	138.6	120.7	151.7	109.7	120.6	125.8	149.0
Rv3217c	-	432	-	280.7	253.7	214.0	295.7	253.4	297.4	383.1	315.9	357.7	302.0	238.7	312.0	287.7	304.6	404.6	488.1	424.3	326.5	324.4	320.7	251.8	269.1	567.0	604.0	687.0	543.4	659.7	802.5	832.8	574.4	557.8	703.1	648.2	626.2	669.5
Rv3218	-	966	+	22.9	21.8	26.6	21.2	28.1	23.2	15.6	21.0	14.7	32.7	33.3	27.1	32.3	30.1	20.3	29.1	22.4	35.7	32.8	31.2	11.0	18.1	31.5	35.5	39.8	49.6	51.8	46.5	31.0	61.8	64.8	53.1	40.2	38.6	33.0
Rv3219	whiB1	255	+	643.7	903.0	737.2	639.0	731.7	752.8	493.6	451.9	592.2	785.7	709.5	722.9	2202.1	2064.9	1352.5	1608.8	1679.6	1239.8	1207.4	1083.6	601.6	780.4	1263.2	1166.3	1274.0	1314.3	1169.5	1226.9	1646.0	1820.5	2462.5	1561.0	1176.3	896.9	1346.7
Rv3220c	-	1506	-	118.3	96.8	99.6	137.9	167.2	157.3	182.4	181.4	140.0	239.5	233.9	288.2	83.2	91.2	127.4	48.4	53.0	43.6	195.9	172.2	99.8	98.5	348.4	307.5	324.0	259.0	290.4	268.9	450.5	274.3	241.9	284.9	328.7	349.4	314.5
Rv3221c	TB7.3	216	-	165.6	133.1	162.1	174.4	176.3	196.2	274.9	219.9	182.1	208.3	213.5	211.8	108.3	128.7	128.9	61.8	53.6	32.3	206.9	188.0	130.4	151.8	367.0	316.3	337.0	308.9	332.2	336.3	455.2	368.2	368.0	441.7	328.1	304.8	344.5
Rv3221A	-	306	-	486.8	477.6	418.4	330.3	320.0	275.7	368.3	423.0	356.4	300.2	330.2	365.6	308.8	275.4	286.0	188.3	207.9	172.2	315.7	335.4	381.9	398.3	605.6	571.6	664.4	713.5	688.2	719.3	869.4	999.9	759.9	895.8	509.9	523.1	581.8
Rv3222c	-	552	-	312.2	262.9	267.5	239.2	224.7	232.0	256.2	264.3	244.9	290.5	288.4	320.6	196.8	169.1	226.2	162.4	141.6	151.4	235.5	262.2	217.4	220.5	500.9	475.3	525.3	510.8	532.3	582.6	766.2	582.5	558.7	638.1	511.1	515.7	497.0
Rv3223c	sigH	651	-	330.1	377.5	362.2	231.4	255.2	247.9	253.4	303.6	258.7	330.7	298.3	269.6	279.4	266.8	286.9	222.1	208.9	189.6	306.1	286.4	330.4	351.6	792.3	640.8	646.8	800.5	684.3	678.0	724.2	834.7	733.3	767.3	685.1	581.7	636.9
Rv3224	-	849	+	318.2	323.1	353.3	392.0	359.4	369.3	223.0	219.5	221.4	487.1	530.2	472.3	348.1	299.8	297.5	180.6	152.6	172.7	533.1	564.4	184.1	131.0	1013.6	1009.9	1088.2	986.9	1064.0	1048.9	1020.9	1103.3	1464.7	1205.1	824.9	785.1	813.4
Rv3224A	-	189	+	421.4	411.8	383.2	516.8	519.0	496.8	322.2	292.1	305.4	694.6	740.5	850.0	476.3	384.6	382.1	229.0	204.7	191.3	652.7	658.0	201.9	160.1	1196.1	1299.6	1398.2	1236.4	1450.7	1361.0	1519.2	1172.5	1659.3	1407.2	1061.8	1088.3	975.6
Rv3224B	-	219	+	211.3	212.7	226.5	333.2	358.7	369.3	184.6	176.0	163.0	455.6	479.9	575.3	358.5	271.5	268.0	168.3	142.7	147.9	372.3	330.4	145.5	116.9	832.2	964.3	900.7	766.0	866.5	782.5	1026.7	743.0	1101.1	857.0	814.7	833.7	802.4
Rv3225c	-	1425	-	80.1	56.7	66.7	76.0	73.3	72.6	80.0	90.3	70.5	94.9	94.3	101.1	70.5	78.4	76.9	58.2	54.2	55.5	72.2	77.8	84.2	88.1	157.1	165.7	179.4	150.8	166.4	171.0	208.2	159.5	137.9	159.9	212.6	193.7	202.7
Rv3226c	-	759	-	64.3	43.7	38.9	52.3	41.9	43.4	41.5	47.7	39.3	60.4	50.1	69.4	61.6	59.3	80.1	66.7	66.2	52.4	74.5	90.9	61.5	39.2	138.4	131.5	166.8	214.1	217.6	197.1	157.7	164.7	145.7	178.9	162.0	157.4	159.0
Rv3227	aroA	1353	+	56.8	52.6	55.6	66.9	71.9	74.4	48.2	39.1	45.8	86.5	81.2	88.6	63.5	60.6	68.7	40.7	48.7	45.3	52.1	54.8	29.1	22.7	105.9	107.3	109.5	94.4	119.9	106.4	158.3	68.9	80.0	67.7	159.5	163.7	123.4
Rv3228	-	993	+	36.5	45.1	38.6	45.7	54.3	67.0	31.3	30.7	29.2	62.1	62.5	73.3	62.7	53.6	43.7	31.0	35.9	29.5	42.9	46.5	33.3	18.0	75.0	80.7	76.5	65.3	73.1	68.2	118.3	48.5	57.7	50.9	112.7	149.6	88.8
Rv3229c	-	1284	-	1256.6	879.8	910.6	2356.7	2135.9	1909.4	5061.5	3087.4	2711.7	777.9	800.2	724.2	631.2	695.7	1090.3	644.2	521.4	384.3	23.9	27.0	405.8	1269.1	50.8	36.1	41.8	165.0	175.4	170.1	85.9	71.6	51.2	70.4	36.3	31.4	39.4
Rv3230c	-	1143	-	388.2	303.4	323.1	350.0	376.7	411.0	797.3	689.5	550.8	183.4	180.9	173.1	277.1	303.6	426.1	419.2	419.6	319.9	23.5	20.7	354.1	525.1	58.9	48.6	53.0	132.5	141.1	158.9	115.6	111.1	54.2	103.2	61.7	60.9	61.7
Rv3231c	-	510	-	78.4	50.8	73.5	83.2	60.5	75.4	120.5	108.1	98.8	129.0	120.6	119.0	36.2	54.1	40.3	38.2	32.6	39.2	98.4	93.1	140.3	125.5	135.6	123.6	138.4	111.2	123.2	122.1	158.3	132.2	121.7	149.6	108.7	123.8	118.7
Rv3232c	pvdS	888	-	141.5	102.1	113.4	151.4	118.9	122.6	175.2	157.8	160.3	195.4	178.2	172.2	68.3	85.5	76.0	49.2	38.6	51.8	179.9	144.5	191.5	184.7	262.9	215.2	253.5	239.0	229.6	255.6	261.9	315.5	287.4	321.7	243.3	227.3	250.3
Rv3233c	-	591	-	100.4	72.2	84.4	143.5	142.1	129.1	158.0	175.7	111.8	196.9	190.8	176.3	83.7	82.7	82.1	41.5	36.3	33.1	135.0	126.3	160.2	134.0	248.8	230.5	246.7	236.0	221.4	241.9	269.3	297.4	207.8	290.7	220.2	215.3	231.9
Rv3234c	-	816	-	147.1	136.6	124.3	179.3	178.6	149.2	243.2	248.4	196.3	269.9	228.1	225.3	101.7	115.4	115.8	53.2	52.2	46.0	162.5	171.2	245.8	209.5	280.2	245.2	291.3	238.1	232.0	246.9	327.3	347.5	257.5	312.7	256.4	225.4	268.7
Rv3235	-	642	+	65.2	73.9	90.9	73.5	62.4	61.5	43.3	57.3	57.0	62.5	48.9	45.0	59.4	54.3	31.6	23.2	24.6	28.0	43.7	41.1	85.8	88.0	99.6	107.6	88.7	117.1	107.0	102.8	106.3	108.8	103.7	93.4	97.0	84.8	91.4
Rv3236c	-	1158	-	188.2	159.6	150.1	147.2	161.6	163.1	230.8	212.5	189.0	191.0	176.3	202.8	97.6	90.6	139.6	56.0	54.5	49.0	127.1	113.3	200.1	222.1	285.3	286.9	275.8	344.4	325.3	365.3	447.5	317.2	225.7	329.6	252.4	251.1	274.6
Rv3237c	-	483	-	221.8	181.1	160.7	101.9	93.8	98.5	191.6	204.2	173.1	103.7	95.2	121.1	67.3	69.5	85.2	41.1	53.3	49.0	65.8	72.5	241.4	237.6	85.7	82.5	108.6	201.5	198.8	225.7	224.9	229.9	137.6	247.2	112.5	101.8	103.0
Rv3238c	-	735	-	62.6	47.2	52.7	51.3	44.1	44.7	85.8	79.0	76.6	50.6	38.5	40.4	34.8	43.6	38.0	24.1	33.8	37.9	62.8	58.5	60.9	59.6	76.9	79.1	96.3	122.4	105.0	124.9	108.5	112.6	86.8	125.0	80.4	58.0	73.0
Rv3239c	-	3147	-	52.0	40.4	47.7	64.5	55.7	59.6	90.1	99.2	82.8	52.7	45.9	57.4	60.9	60.9	57.0	64.1	61.9	56.5	53.5	51.3	130.8	127.5	76.8	84.3	91.6	86.7	89.8	101.8	101.0	106.0	71.8	92.3	88.9	80.2	96.3
Rv3240c	secA1	2850	-	247.0	166.7	217.2	292.7	258.7	261.9	276.0	303.0	287.9	295.5	292.9	287.7	303.3	327.8	255.4	346.1	332.6	331.7	311.3	303.4	424.1	391.8	436.8	396.7	461.9	461.3	436.1	435.2	398.4	557.6	434.8	559.0	432.0	385.4	405.7
Rv3241c	-	645	-	468.1	283.0	378.3	321.3	287.4	305.4	423.0	435.0	428.3	250.6	253.3	250.1	418.1	391.5	398.7	331.1	310.7	352.6	352.2	308.6	898.7	819.0	437.2	446.7	576.1	794.3	734.0	850.2	689.3	1001.1	591.4	1110.4	461.4	399.3	452.5
Rv3242c	-	642	-	28.6	16.8	25.6	39.5	44.5	46.5	37.7	45.6	28.2	55.8	58.8	63.4	45.2	47.8	50.4	71.3	61.6	65.8	36.5	37.0	57.6	67.0	67.1	81.4	77.0	70.0	89.5	75.9	138.6	92.0	78.9	84.9	89.7	102.6	91.4
Rv3243c	-	843	-	130.4	89.6	86.9	111.7	107.0	99.5	127.9	128.4	97.3	136.7	139.8	167.5	111.9	106.5	117.5	136.0	138.5	125.2	119.5	119.8	131.9	145.9	236.9	222.2	248.7	215.6	216.8	219.7	364.2	256.2	234.3	233.7	229.5	225.6	220.7
Rv3244c	lpqB	1752	-	156.9	104.5	131.1	193.8	202.8	219.3	173.7	197.8	172.9	276.5	280.3	331.8	179.8	185.5	225.4	207.3	211.2	194.3	218.9	232.3	162.0	154.8	378.5	378.7	421.7	403.1	414.1	398.9	529.1	387.4	356.6	392.0	459.0	449.6	419.6
Rv3245c	mtrB	1704	-	338.6	252.5	261.3	327.6	337.8	337.1	297.7	301.8	286.0	495.3	554.7	676.6	392.0	348.6	382.2	347.4	380.5	380.5	403.2	431.6	261.3	243.5	752.6	775.5	813.4	902.3	1046.4	948.5	808.0	793.7	732.4	855.3	943.3	938.5	882.9
Rv3246c	mtrA	687	-	1180.5	845.2	793.0	754.4	750.0	710.4	737.6	806.8	851.1	958.1	1048.8	1212.4	560.0	582.4	659.7	475.6	490.7	594.8	1217.0	1199.6	393.2	419.8	2211.4	1928.3	2240.2	2950.5	2800.8	2805.2	1736.6	2039.1	2384.8	2338.8	2093.7	1858.7	1980.3
Rv3247c	tmk	645	-	27.1	25.8	23.9	62.6	70.0	71.3	29.5	38.3	22.4	85.5	87.5	102.3	87.8	101.2	92.3	60.1	64.1	39.9	67.6	71.0	38.5	27.7	161.1	146.5	129.5	164.6	200.3	154.2	144.9	229.2	224.7	267.7	140.0	133.7	145.7
Rv3248c	sahH	1488	-	329.9	298.3	417.0	575.9	578.7	574.9	275.8	286.0	235.6	518.1	567.8	542.6	741.0	807.3	939.8	521.0	513.7	502.9	751.0	740.2	350.9	345.5	1463.7	1343.4	1425.8	1348.3	1404.5	1418.7	1120.8	1941.2	1806.0	2017.0	1508.7	1352.0	1446.4
Rv3249c	-	636	-	229.6	256.5	314.8	214.7	140.2	159.9	202.0	256.6	222.6	275.6	278.6	253.0	611.7	688.7	1152.6	391.5	348.2	345.0	570.9	607.4	396.8	341.0	386.8	353.3	355.0	267.2	268.0	323.4	250.2	443.8	412.9	375.3	326.6	309.7	337.1
Rv3250c	rubB	183	-	206.9	318.4	299.7	207.0	132.8	152.8	216.8	239.0	220.0	250.0	243.3	281.9	605.5	569.2	1219.3	358.8	342.7	359.9	545.3	571.9	366.0	332.9	371.1	336.5	351.9	285.9	295.2	340.8	247.2	393.4	435.1	324.3	346.0	342.9	344.3
Rv3251c	rubA	168	-	102.8	186.6	224.3	63.1	39.9	76.6	45.6	78.5	73.5	85.2	100.8	73.4	377.9	343.1	822.0	170.5	136.8	125.9	255.4	309.9	145.5	136.1	158.9	130.5	125.6	78.6	80.7	96.7	92.9	103.5	185.6	141.1	145.8	69.9	119.3
Rv3252c	alkB	1251	-	123.2	301.2	298.8	57.6	44.7	66.1	63.1	77.1	68.1	97.3	112.0	90.3	472.2	501.6	1207.7	242.2	227.8	170.7	339.8	350.8	152.8	190.5	169.5	163.7	127.7	87.6	82.0	89.4	111.3	129.8	156.7	127.8	178.5	108.3	141.3
Rv3253c	-	1488	-	47.6	41.7	41.8	33.1	31.3	27.6	41.6	42.7	47.6	41.3	38.1	45.3	19.8	21.5	21.2	9.2	10.8	12.3	47.4	53.1	46.9	30.6	58.9	51.6	59.1	63.0	65.6	67.9	77.0	85.9	70.7	79.0	55.2	49.4	48.5
Rv3254	-	1389	+	85.3	113.3	97.7	58.4	53.6	53.8	43.1	53.8	51.8	64.0	55.0	52.7	36.0	40.4	35.5	22.1	20.9	21.9	65.0	80.0	68.7	43.5	110.0	108.5	111.2	129.6	133.2	125.3	115.7	172.8	165.5	148.4	77.4	90.4	82.7
Rv3255c	manA	1227	-	143.0	83.3	106.7	183.4	188.4	203.2	158.4	167.5	136.1	234.0	229.9	276.8	121.5	123.8	162.3	109.5	100.6	83.9	210.5	202.6	182.0	167.1	372.5	363.3	377.4	355.5	391.9	395.4	507.6	387.7	324.2	388.2	422.3	422.3	387.8
Rv3256c	-	1041	-	179.7	111.1	120.0	195.5	203.3	233.1	168.7	183.0	174.3	242.6	241.8	319.4	139.8	144.6	172.6	125.3	135.6	114.7	194.3	174.1	146.8	150.9	364.9	373.2	415.1	360.8	432.1	430.3	583.2	337.2	335.0	355.4	461.3	510.7	433.5
Rv3257c	manB	1398	-	197.3	165.1	160.5	235.5	268.5	280.8	201.5	206.1	202.9	304.1	321.1	333.8	127.8	148.1	169.1	106.5	104.6	98.9	285.9	251.5	167.1	169.5	486.3	458.7	496.9	504.6	509.2	510.1	583.2	448.0	418.5	431.8	544.0	527.2	488.9
Rv3258c	-	492	-	257.2	218.2	193.7	327.9	322.5	306.0	292.4	261.0	259.5	546.8	543.3	482.8	137.4	144.4	129.9	139.6	163.9	127.3	533.2	516.2	161.0	126.2	618.8	547.6	713.7	544.9	648.4	677.3	746.4	640.4	609.9	563.1	733.7	724.8	700.0
Rv3259	-	420	+	46.2	49.7	47.4	66.7	44.6	38.5	29.4	34.5	30.9	80.7	75.7	79.8	35.2	38.6	28.7	29.6	35.0	42.5	83.5	83.9	41.2	35.6	98.0	104.4	120.5	94.2	90.4	91.4	121.6	126.9	120.1	111.9	100.2	91.5	99.3
Rv3260c	whiB2	270	-	402.7	301.2	273.5	581.4	489.2	423.1	358.3	459.5	385.5	975.7	993.6	942.0	959.8	1290.7	940.6	1051.6	991.3	1061.0	1490.2	1278.0	466.1	533.5	1537.3	1303.6	1589.9	1353.7	1267.7	1484.6	1539.5	2079.2	1683.4	1720.4	1387.0	1190.4	1492.9
Rv3261	fbiA	996	+	63.3	65.4	53.3	83.5	73.0	77.9	51.8	51.2	45.9	146.2	151.3	151.3	112.1	83.5	64.4	61.4	66.4	72.6	163.6	176.1	55.2	59.3	233.8	241.9	281.1	215.6	253.5	258.6	279.0	232.4	280.3	224.3	254.5	258.7	230.4
Rv3262	fbiB	1347	+	31.3	36.1	35.0	58.3	59.6	63.4	25.4	30.3	22.7	108.1	108.1	117.1	66.0	57.6	40.2	46.3	50.7	51.5	109.9	124.2	32.0	21.9	195.3	203.6	200.6	174.9	197.4	180.0	213.3	123.4	148.1	132.4	219.6	258.6	188.8
Rv3263	-	1662	+	17.1	23.6	25.1	21.2	18.4	18.2	12.3	10.7	11.4	38.9	45.8	34.2	20.1	16.5	18.7	10.7	8.9	6.8	41.5	47.5	19.4	12.7	102.5	96.6	91.1	70.6	62.2	64.3	65.3	59.2	75.2	60.2	80.2	73.8	85.9
Rv3264c	manB	1080	-	161.8	137.0	132.2	197.6	222.4	218.7	201.5	187.5	186.8	309.2	309.1	384.5	141.0	148.0	169.6	163.4	152.3	167.9	347.2	373.1	135.1	139.7	512.2	495.1	565.0	431.2	452.6	475.4	650.9	474.2	486.5	489.8	631.8	613.1	525.6
Rv3265c	wbbL1	906	-	84.4	65.5	75.5	95.4	101.4	94.7	95.6	87.2	72.6	171.0	160.9	180.4	79.3	87.3	99.8	92.6	94.8	110.3	141.3	150.3	63.3	64.1	252.4	249.4	248.9	202.3	209.7	219.1	296.1	223.1	218.9	232.8	300.1	293.1	274.9
Rv3266c	rmlD	915	-	217.5	206.2	222.9	183.2	196.2	193.1	235.8	198.4	178.3	222.0	238.2	238.7	165.8	191.7	215.6	212.4	211.3	210.7	268.2	267.9	157.3	203.8	635.8	589.1	603.0	630.9	625.8	617.9	489.8	436.7	428.4	478.4	554.2	593.0	666.3
Rv3267	-	1497	+	150.7	152.9	135.7	222.0	251.8	241.4	103.0	81.9	97.8	325.8	378.1	354.3	132.9	114.8	132.5	66.0	75.4	72.1	307.1	330.2	50.2	46.3	776.5	873.0	763.3	761.0	791.3	761.9	543.2	441.2	625.0	489.5	924.0	896.3	905.3
Rv3268	-	690	+	195.5	199.9	164.1	257.2	254.1	249.1	155.6	135.8	146.8	378.2	427.8	420.0	155.3	163.9	137.9	126.3	133.1	143.9	296.4	275.2	75.7	57.2	598.7	748.1	623.3	428.1	469.1	537.3	664.2	379.7	530.7	382.4	659.3	707.2	685.4
Rv3269	-	282	+	1407.3	4265.2	3173.0	205.8	401.8	584.0	124.5	179.8	245.4	105.0	113.0	127.8	47.6	51.5	36.7	95.5	120.8	107.2	353.3	346.9	83.2	102.0	819.7	1017.7	725.6	713.5	704.9	463.1	674.1	354.4	783.7	416.0	640.2	795.6	617.4
Rv3270	ctpC	2157	+	2330.3	5024.1	4523.5	255.1	383.3	485.7	165.7	175.4	270.2	132.2	150.4	167.0	97.8	88.1	83.9	314.1	400.7	334.7	305.5	356.4	143.0	115.3	587.7	741.4	625.4	468.3	527.3	482.8	756.5	447.0	501.7	537.0	592.0	763.6	593.9
Rv3271c	-	669	-	118.9	60.1	97.9	183.9	184.9	190.8	213.3	216.5	171.8	251.4	241.2	256.8	122.1	147.0	127.2	88.6	71.3	101.5	157.7	152.0	105.6	82.1	217.1	253.3	259.8	291.7	381.3	397.2	349.7	337.2	328.6	351.3	378.2	359.2	287.2
Rv3272	-	1185	+	153.6	174.3	183.5	180.6	179.0	179.3	106.7	131.7	116.7	198.7	197.9	182.0	147.4	119.4	125.1	87.5	81.3	76.1	210.0	230.9	78.4	56.6	493.0	533.7	507.3	492.8	464.9	422.4	538.2	379.9	470.7	356.2	455.4	434.7	445.0
Rv3273	-	2295	+	160.5	143.9	161.3	243.5	246.1	264.3	132.5	136.9	147.8	255.6	254.9	239.6	193.2	180.5	160.7	109.6	106.5	105.1	260.2	261.4	124.4	92.9	581.6	628.1	640.2	631.2	683.3	623.3	659.9	418.4	600.8	488.2	510.3	520.0	491.6
Rv3274c	fadE25	1170	-	136.9	83.2	105.9	172.2	166.8	156.5	151.6	187.6	152.7	255.9	240.9	254.3	118.5	104.2	98.5	108.0	101.9	121.2	282.4	282.6	169.3	154.5	394.5	374.0	426.2	349.4	361.6	373.5	357.5	432.9	410.8	454.4	434.2	377.8	388.7
Rv3275c	purE	525	-	90.2	65.0	61.7	116.9	123.0	107.6	96.0	90.3	115.0	196.0	205.5	186.5	93.5	86.2	73.8	86.3	89.7	86.3	177.8	187.4	82.7	88.6	277.8	281.4	297.9	268.5	282.3	289.2	296.1	267.3	277.1	285.9	393.9	333.5	336.0
Rv3276c	purK	1290	-	58.3	49.2	54.8	113.3	89.9	84.1	81.6	98.9	84.3	191.2	183.4	195.3	82.0	86.3	86.6	99.3	110.1	124.9	184.4	208.4	79.8	92.3	243.2	281.8	308.4	224.6	295.0	271.2	356.3	273.6	252.8	254.9	311.9	287.5	307.7
Rv3277	-	819	+	105.2	84.5	91.9	191.0	157.2	154.5	103.4	102.5	91.3	370.2	363.1	272.7	112.4	129.1	99.5	128.5	114.8	118.9	359.5	367.5	143.6	126.2	669.4	638.6	550.2	418.9	383.0	399.0	376.7	311.3	427.5	276.6	569.5	492.7	671.7
Rv3278c	-	519	-	31.8	13.5	12.7	27.3	21.6	24.9	22.5	28.8	19.5	28.6	29.9	41.1	20.6	19.5	25.2	14.9	22.7	22.3	41.3	32.3	27.4	40.7	43.5	38.4	46.7	47.5	38.0	44.9	51.6	74.7	64.7	74.2	38.5	31.4	39.0
Rv3279c	birA	801	-	33.8	22.3	19.2	38.2	33.6	32.0	42.2	39.0	36.0	38.4	44.7	49.7	25.9	36.3	28.4	28.9	33.1	36.2	37.1	35.4	36.2	29.5	59.3	61.3	59.8	61.8	66.9	69.3	84.5	59.7	64.1	59.6	75.0	78.3	61.9
Rv3280	accD5	1647	+	185.6	165.0	183.7	295.9	276.1	239.6	160.3	161.4	146.6	321.3	348.4	244.8	327.8	282.5	259.2	211.0	178.8	217.4	462.8	444.4	162.5	117.6	757.0	833.0	842.5	901.7	881.8	895.2	579.3	853.8	1059.9	956.9	796.6	679.9	708.7
Rv3281	-	534	+	252.3	253.0	236.3	375.2	380.4	360.6	171.5	209.7	209.5	418.7	448.0	475.1	367.5	331.4	327.3	259.0	246.7	238.9	557.5	572.1	177.9	183.8	790.5	845.3	823.7	868.0	884.9	874.7	660.1	818.4	1101.7	810.8	864.8	833.5	806.5
Rv3282	maf	669	+	100.5	117.8	110.9	214.9	218.9	239.6	96.7	99.4	101.3	252.9	261.2	249.3	200.2	181.6	170.8	114.8	116.1	104.7	277.3	314.2	98.7	80.9	487.2	543.9	525.5	448.4	486.9	482.4	462.8	405.8	600.7	437.0	528.5	521.1	504.8
Rv3283	sseA	894	+	518.7	584.4	565.3	616.0	568.2	630.7	325.6	357.1	384.7	549.3	555.7	502.4	520.6	576.9	534.2	557.1	598.3	399.3	659.3	713.9	321.8	281.9	1452.2	1605.3	1635.6	1471.6	1548.3	1495.9	1185.6	1214.6	1601.4	1268.8	1553.5	1430.4	1570.4
Rv3284	-	432	+	330.8	361.5	313.3	455.6	476.9	460.6	258.0	245.2	277.8	497.9	529.4	565.3	433.3	433.0	433.5	430.7	459.4	370.0	533.3	533.5	253.2	206.5	1043.3	1077.4	1021.1	874.9	983.1	931.5	876.5	901.8	1005.7	813.1	930.4	1069.5	1093.6
Rv3285	accA3	1803	+	188.9	180.3	190.1	350.1	360.7	354.1	170.2	171.3	162.0	553.0	587.4	562.6	317.8	289.4	304.5	384.9	373.6	381.9	563.8	598.4	195.0	144.1	890.0	976.5	988.9	912.5	1012.0	972.0	1055.0	1088.5	1065.8	1064.9	1044.4	1081.3	914.4
Rv3286c	sigF	786	-	79.3	63.3	65.3	44.3	53.4	47.7	92.1	82.7	65.5	48.4	43.8	48.4	83.3	72.1	80.2	92.9	92.2	94.5	50.5	48.3	124.4	135.0	78.7	62.1	82.4	130.0	140.2	131.5	107.5	109.1	59.6	108.0	74.3	80.1	81.1
Rv3287c	rsbW	438	-	212.6	171.0	188.5	105.3	91.6	92.1	179.1	180.7	159.3	90.9	108.6	141.9	172.1	174.9	208.2	237.7	259.8	272.0	124.5	114.0	316.3	301.2	186.0	200.5	192.7	289.1	316.4	334.6	279.3	341.2	182.4	258.3	162.7	158.9	183.5
Rv3288c	usfY	414	-	255.1	375.8	257.1	44.4	43.3	49.7	82.7	84.2	94.2	41.6	40.1	29.1	109.5	122.5	170.7	274.0	322.1	266.3	52.4	53.7	129.3	157.7	57.8	44.4	51.1	125.6	140.1	143.8	112.8	150.4	97.7	166.9	60.7	68.0	55.7
Rv3289c	-	378	-	412.2	778.9	492.9	30.9	42.6	47.4	31.4	39.8	52.6	30.2	24.3	45.3	193.3	194.3	261.6	728.8	859.3	603.9	48.5	46.4	59.7	69.8	36.4	29.6	48.9	74.6	89.4	98.5	68.0	123.4	37.2	125.7	42.6	55.3	58.0
